Warehouse_ID,Date,Region,Utilization_%,Days_Of_Supply_Remaining,Stock_Aging_90d_Plus,SLA_Compliance_%,Split_Tag
WH040,2019-02-01,Central,93.8433,39.0,1204.0,95.7476,TRAIN
WH041,2019-02-01,East,87.5213,35.0,891.0,91.1877,TRAIN
WH041,2019-02-01,South,92.5401,13.0,2105.0,95.5383,TRAIN
WH041,2019-02-01,North,91.9134,12.0,193.0,97.1792,TRAIN
WH042,2019-02-01,South,94.7317,12.0,1806.0,87.6682,TRAIN
WH042,2019-02-01,West,91.9257,27.0,1109.0,96.583,TRAIN
WH042,2019-02-01,North,89.7857,34.0,1688.0,90.1359,TRAIN
WH043,2019-02-01,West,92.6409,37.0,317.0,87.307,TRAIN
WH043,2019-02-01,Central,92.081,27.0,1552.0,90.638,TRAIN
WH043,2019-02-01,East,92.9242,8.0,1149.0,89.6002,TRAIN
WH044,2019-02-01,Central,85.5026,44.0,1115.0,89.5187,TRAIN
WH044,2019-02-01,Central,90.9275,32.0,1844.0,86.0023,TRAIN
WH044,2019-02-01,South,89.1764,27.0,1758.0,98.5159,TRAIN
WH045,2019-02-01,East,89.1638,35.0,720.0,93.0651,TRAIN
WH045,2019-02-01,West,85.8681,21.0,,95.2965,TRAIN
WH045,2019-02-01,Central,89.084,13.0,200.0,97.0783,TRAIN
WH046,2019-02-01,Central,93.6579,34.0,1890.0,86.2028,TRAIN
WH046,2019-02-01,South,88.1156,26.0,1746.0,98.8331,TRAIN
WH046,2019-02-01,North,91.9359,37.0,2385.0,96.694,TRAIN
WH047,2019-02-01,Central,88.4361,13.0,168.0,94.2422,TRAIN
WH047,2019-02-01,West,85.7748,19.0,1169.0,92.2345,TRAIN
WH047,2019-02-01,East,87.0997,13.0,,86.836,TRAIN
WH048,2019-02-01,East,87.8216,21.0,1063.0,88.896,TRAIN
WH048,2019-02-01,Central,90.9785,13.0,1461.0,86.3971,TRAIN
WH048,2019-02-01,North,91.2223,26.0,112.0,90.6897,TRAIN
WH049,2019-02-01,East,85.2857,23.0,319.0,94.8123,TRAIN
WH049,2019-02-01,East,,9.0,1800.0,90.3903,TRAIN
WH049,2019-02-01,East,92.9959,14.0,2143.0,85.6584,TRAIN
WH050,2019-02-01,North,92.4695,8.0,2275.0,89.6725,TRAIN
WH050,2019-02-01,East,85.7074,31.0,477.0,87.9918,TRAIN
WH050,2019-02-01,East,90.2505,28.0,1647.0,97.9755,TRAIN
WH001,2019-03-01,West,92.18,12.0,998.0,86.462,TRAIN
WH001,2019-03-01,South,85.323,13.0,2344.0,89.4554,TRAIN
WH001,2019-03-01,North,89.495,,740.0,90.5466,TRAIN
WH002,2019-03-01,West,90.6621,16.0,976.0,90.4058,TRAIN
WH002,2019-03-01,Central,92.4311,33.0,2453.0,93.0527,TRAIN
WH002,2019-03-01,West,87.6206,22.0,303.0,86.6775,TRAIN
WH003,2019-03-01,North,85.7601,21.0,796.0,92.4416,TRAIN
WH003,2019-03-01,North,90.1496,8.0,1344.0,93.6018,TRAIN
WH003,2019-03-01,East,87.2774,7.0,997.0,85.685,TRAIN
WH004,2019-03-01,West,94.7149,43.0,2466.0,87.5026,TRAIN
WH004,2019-03-01,North,87.5393,35.0,271.0,90.4224,TRAIN
WH004,2019-03-01,Central,91.2215,17.0,1227.0,92.6459,TRAIN
WH005,2019-03-01,South,94.9749,20.0,1966.0,91.5124,TRAIN
WH005,2019-03-01,East,93.1986,13.0,480.0,98.6952,TRAIN
WH005,2019-03-01,East,93.9941,29.0,1766.0,96.7472,TRAIN
WH006,2019-03-01,East,85.3679,30.0,1790.0,88.2046,TRAIN
WH006,2019-03-01,South,87.0468,34.0,521.0,97.5654,TRAIN
WH006,2019-03-01,North,90.4526,28.0,441.0,93.0091,TRAIN
WH007,2019-03-01,Central,93.5014,41.0,1338.0,87.6305,TRAIN
WH007,2019-03-01,West,89.4425,11.0,1964.0,97.4166,TRAIN
WH007,2019-03-01,East,94.5775,23.0,817.0,94.304,TRAIN
WH008,2019-03-01,South,86.2457,39.0,853.0,98.9012,TRAIN
WH008,2019-03-01,West,86.9725,23.0,2364.0,91.6514,TRAIN
WH008,2019-03-01,Central,86.7118,13.0,781.0,,TRAIN
WH009,2019-03-01,North,88.8538,18.0,698.0,92.3159,TRAIN
WH009,2019-03-01,Central,94.0703,30.0,1673.0,,TRAIN
WH009,2019-03-01,South,90.2263,44.0,1593.0,90.6449,TRAIN
WH010,2019-03-01,East,86.2576,27.0,644.0,92.839,TRAIN
WH010,2019-03-01,North,86.1754,,1470.0,88.328,TRAIN
WH010,2019-03-01,Central,92.5954,36.0,2257.0,90.9358,TRAIN
WH011,2019-03-01,East,88.1939,33.0,750.0,95.4033,TRAIN
WH011,2019-03-01,North,89.5841,6.0,475.0,86.1355,TRAIN
WH011,2019-03-01,South,91.0924,14.0,2336.0,93.7916,TRAIN
WH012,2019-03-01,East,86.4478,8.0,2216.0,87.0287,TRAIN
WH012,2019-03-01,West,85.1249,32.0,641.0,97.7093,TRAIN
WH012,2019-03-01,North,86.5322,22.0,874.0,86.014,TRAIN
WH013,2019-03-01,East,92.7422,26.0,1177.0,91.1731,TRAIN
WH013,2019-03-01,East,89.8557,40.0,1063.0,95.0975,TRAIN
WH013,2019-03-01,West,,33.0,687.0,96.2229,TRAIN
WH014,2019-03-01,West,90.1688,8.0,513.0,90.0835,TRAIN
WH014,2019-03-01,North,85.778,,411.0,90.248,TRAIN
WH014,2019-03-01,East,92.0084,32.0,1247.0,91.3478,TRAIN
WH015,2019-03-01,East,92.206,15.0,2082.0,87.7618,TRAIN
WH015,2019-03-01,North,88.5144,11.0,162.0,93.1669,TRAIN
WH015,2019-03-01,South,94.7576,25.0,2190.0,90.4262,TRAIN
WH016,2019-03-01,South,91.8876,41.0,2332.0,96.6505,TRAIN
WH016,2019-03-01,South,88.9521,22.0,567.0,85.9938,TRAIN
WH016,2019-03-01,West,90.1517,15.0,376.0,92.1555,TRAIN
WH017,2019-03-01,North,92.9752,11.0,529.0,89.2033,TRAIN
WH017,2019-03-01,East,88.5258,24.0,2107.0,85.5084,TRAIN
WH017,2019-03-01,North,86.839,28.0,1438.0,97.4655,TRAIN
WH018,2019-03-01,North,93.29,39.0,447.0,87.1873,TRAIN
WH018,2019-03-01,North,85.5418,21.0,,95.5443,TRAIN
WH018,2019-03-01,Central,88.056,36.0,1279.0,85.2978,TRAIN
WH019,2019-03-01,North,88.754,7.0,1516.0,88.6872,TRAIN
WH019,2019-03-01,West,87.2939,29.0,1262.0,95.2674,TRAIN
WH019,2019-03-01,North,85.4363,13.0,550.0,95.4118,TRAIN
WH020,2019-03-01,West,94.5701,41.0,1076.0,87.635,TRAIN
WH020,2019-03-01,East,86.9,18.0,2062.0,93.3546,TRAIN
WH020,2019-03-01,North,87.0966,24.0,1502.0,90.5748,TRAIN
WH021,2019-03-01,South,89.1348,15.0,162.0,92.6279,TRAIN
WH021,2019-03-01,Central,85.3005,37.0,1132.0,89.8746,TRAIN
WH021,2019-03-01,West,88.4583,41.0,398.0,89.3406,TRAIN
WH022,2019-03-01,Central,88.5573,11.0,355.0,94.3209,TRAIN
WH022,2019-03-01,North,,39.0,1360.0,86.0397,TRAIN
WH022,2019-03-01,North,93.9535,38.0,1796.0,94.4833,TRAIN
WH023,2019-03-01,West,85.1596,11.0,2291.0,92.7177,TRAIN
WH023,2019-03-01,Central,86.7164,26.0,1264.0,97.7867,TRAIN
WH023,2019-03-01,North,86.4622,30.0,2221.0,96.724,TRAIN
WH024,2019-03-01,South,89.753,28.0,728.0,98.6185,TRAIN
WH024,2019-03-01,Central,86.6463,14.0,1533.0,97.2671,TRAIN
WH024,2019-03-01,North,87.4764,8.0,443.0,98.4651,TRAIN
WH025,2019-03-01,North,92.9342,34.0,1238.0,91.4813,TRAIN
WH025,2019-03-01,South,92.2443,38.0,1415.0,97.3071,TRAIN
WH025,2019-03-01,South,85.5564,27.0,2307.0,96.2481,TRAIN
WH026,2019-03-01,West,94.6533,26.0,1579.0,91.0554,TRAIN
WH026,2019-03-01,East,89.9624,43.0,763.0,87.3343,TRAIN
WH026,2019-03-01,East,90.3791,36.0,1485.0,93.0058,TRAIN
WH027,2019-03-01,South,92.536,14.0,770.0,95.6969,TRAIN
WH027,2019-03-01,North,91.9234,19.0,2072.0,85.1884,TRAIN
WH027,2019-03-01,North,88.1898,41.0,1003.0,94.4709,TRAIN
WH028,2019-03-01,South,94.5915,43.0,1771.0,89.4964,TRAIN
WH028,2019-03-01,Central,86.2724,41.0,648.0,85.5643,TRAIN
WH028,2019-03-01,West,89.9547,16.0,572.0,96.7759,TRAIN
WH029,2019-03-01,West,88.9,20.0,1587.0,90.8786,TRAIN
WH029,2019-03-01,Central,87.3935,35.0,1770.0,93.9263,TRAIN
WH029,2019-03-01,South,94.7208,23.0,1231.0,89.4785,TRAIN
WH030,2019-03-01,East,90.4173,33.0,1319.0,90.1833,TRAIN
WH030,2019-03-01,Central,94.3932,37.0,1054.0,89.7783,TRAIN
WH030,2019-03-01,South,89.2289,43.0,925.0,94.7344,TRAIN
WH031,2019-03-01,East,87.936,15.0,318.0,86.7474,TRAIN
WH031,2019-03-01,West,89.9103,23.0,1579.0,86.7236,TRAIN
WH031,2019-03-01,Central,88.1499,32.0,2386.0,92.6628,TRAIN
WH032,2019-03-01,North,87.6119,36.0,288.0,89.9635,TRAIN
WH032,2019-03-01,West,85.8501,40.0,1183.0,90.1965,TRAIN
WH032,2019-03-01,South,94.2485,15.0,610.0,87.853,TRAIN
WH033,2019-03-01,South,85.4832,28.0,1818.0,87.519,TRAIN
WH033,2019-03-01,West,91.5421,40.0,,87.8248,TRAIN
WH033,2019-03-01,North,86.8673,14.0,1355.0,94.0343,TRAIN
WH034,2019-03-01,South,91.0897,26.0,478.0,87.723,TRAIN
WH034,2019-03-01,North,94.4865,21.0,410.0,93.3638,TRAIN
WH034,2019-03-01,South,85.4799,7.0,657.0,93.8985,TRAIN
WH035,2019-03-01,Central,91.7565,7.0,1693.0,92.3197,TRAIN
WH035,2019-03-01,West,92.5713,36.0,602.0,85.9118,TRAIN
WH035,2019-03-01,East,91.9952,11.0,695.0,86.2132,TRAIN
WH036,2019-03-01,North,91.6535,41.0,969.0,91.4026,TRAIN
WH036,2019-03-01,East,93.3161,15.0,881.0,85.6905,TRAIN
WH036,2019-03-01,North,,,1342.0,92.0659,TRAIN
WH037,2019-03-01,North,93.4363,21.0,,95.9013,TRAIN
WH037,2019-03-01,South,93.3523,18.0,1683.0,93.1084,TRAIN
WH037,2019-03-01,Central,86.7779,5.0,1996.0,87.3743,TRAIN
WH038,2019-03-01,South,93.0798,24.0,1828.0,92.9218,TRAIN
WH038,2019-03-01,Central,88.953,19.0,114.0,87.5916,TRAIN
WH038,2019-03-01,West,89.3848,20.0,671.0,88.8169,TRAIN
WH039,2019-03-01,East,90.8791,24.0,453.0,88.3553,TRAIN
WH039,2019-03-01,Central,94.765,35.0,298.0,88.6193,TRAIN
WH039,2019-03-01,Central,86.8363,,1165.0,93.2184,TRAIN
WH040,2019-03-01,North,90.6933,10.0,464.0,89.4016,TRAIN
WH040,2019-03-01,South,89.3786,21.0,206.0,90.2228,TRAIN
WH040,2019-03-01,East,93.6742,35.0,1637.0,94.2555,TRAIN
WH041,2019-03-01,Central,92.9067,42.0,985.0,92.4394,TRAIN
WH041,2019-03-01,East,90.4575,7.0,483.0,91.5763,TRAIN
WH041,2019-03-01,East,89.0423,5.0,1729.0,85.4782,TRAIN
WH042,2019-03-01,West,85.5343,43.0,2212.0,93.0489,TRAIN
WH042,2019-03-01,Central,89.8383,28.0,1764.0,95.3159,TRAIN
WH042,2019-03-01,West,89.9972,24.0,1918.0,87.1968,TRAIN
WH043,2019-03-01,South,93.5359,32.0,1151.0,87.342,TRAIN
WH043,2019-03-01,South,85.3729,26.0,312.0,97.6509,TRAIN
WH043,2019-03-01,West,88.1033,27.0,1212.0,92.9461,TRAIN
WH044,2019-03-01,East,87.9124,28.0,2230.0,92.4577,TRAIN
WH044,2019-03-01,West,93.3317,16.0,2102.0,85.6819,TRAIN
WH044,2019-03-01,North,91.2527,6.0,128.0,95.272,TRAIN
WH045,2019-03-01,South,87.8739,6.0,415.0,97.0721,TRAIN
WH045,2019-03-01,West,89.5362,21.0,2026.0,90.9392,TRAIN
WH045,2019-03-01,North,86.0539,,1273.0,96.9,TRAIN
WH046,2019-03-01,West,93.2078,22.0,246.0,86.5459,TRAIN
WH046,2019-03-01,North,93.0723,26.0,2255.0,94.8108,TRAIN
WH046,2019-03-01,West,86.0932,16.0,851.0,93.8329,TRAIN
WH047,2019-03-01,East,88.8942,22.0,2057.0,88.9116,TRAIN
WH047,2019-03-01,West,87.8948,27.0,2334.0,,TRAIN
WH047,2019-03-01,North,88.8518,12.0,1479.0,87.2902,TRAIN
WH048,2019-03-01,East,,10.0,1804.0,85.3586,TRAIN
WH048,2019-03-01,North,,30.0,2060.0,89.2057,TRAIN
WH048,2019-03-01,East,91.5227,16.0,2421.0,87.1424,TRAIN
WH049,2019-03-01,East,93.0948,30.0,2416.0,88.6522,TRAIN
WH049,2019-03-01,East,93.5983,25.0,729.0,93.0487,TRAIN
WH049,2019-03-01,West,89.7441,12.0,1588.0,87.321,TRAIN
WH050,2019-03-01,East,92.4088,22.0,2082.0,87.9831,TRAIN
WH050,2019-03-01,South,94.7271,34.0,867.0,98.6831,TRAIN
WH050,2019-03-01,East,93.3747,,1855.0,97.1745,TRAIN
WH001,2019-04-01,East,56.0779,37.0,109.0,89.651,TRAIN
WH001,2019-04-01,South,86.1114,30.0,2026.0,97.7656,TRAIN
WH001,2019-04-01,Central,56.4371,29.0,1597.0,96.4047,TRAIN
WH002,2019-04-01,South,83.0139,6.0,1400.0,86.7543,TRAIN
WH002,2019-04-01,North,97.784,33.0,1938.0,89.6559,TRAIN
WH002,2019-04-01,South,73.8343,28.0,543.0,88.9872,TRAIN
WH003,2019-04-01,West,48.0866,32.0,781.0,96.8878,TRAIN
WH003,2019-04-01,Central,79.4963,11.0,318.0,95.95,TRAIN
WH003,2019-04-01,East,54.8811,31.0,464.0,86.7825,TRAIN
WH004,2019-04-01,North,44.2196,11.0,1711.0,,TRAIN
WH004,2019-04-01,North,89.4632,27.0,486.0,93.7278,TRAIN
WH004,2019-04-01,Central,52.6239,18.0,568.0,85.5203,TRAIN
WH005,2019-04-01,Central,87.9031,37.0,1393.0,85.8153,TRAIN
WH005,2019-04-01,South,96.0348,38.0,802.0,97.8305,TRAIN
WH005,2019-04-01,East,79.6724,12.0,982.0,98.052,TRAIN
WH006,2019-04-01,Central,68.4169,24.0,1589.0,91.041,TRAIN
WH006,2019-04-01,North,68.4687,11.0,1430.0,95.7979,TRAIN
WH006,2019-04-01,West,97.5283,17.0,249.0,94.507,TRAIN
WH007,2019-04-01,North,50.8097,24.0,214.0,94.0075,TRAIN
WH007,2019-04-01,West,90.1977,11.0,1556.0,86.2598,TRAIN
WH007,2019-04-01,Central,94.4957,20.0,,93.0069,TRAIN
WH008,2019-04-01,West,44.374,44.0,1323.0,87.2453,TRAIN
WH008,2019-04-01,West,87.3938,34.0,449.0,95.9573,TRAIN
WH008,2019-04-01,North,72.9037,39.0,782.0,98.8001,TRAIN
WH009,2019-04-01,West,50.0938,35.0,326.0,92.3812,TRAIN
WH009,2019-04-01,West,50.1556,5.0,174.0,91.8998,TRAIN
WH009,2019-04-01,South,91.1269,32.0,189.0,98.0795,TRAIN
WH010,2019-04-01,West,64.5857,24.0,,94.7531,TRAIN
WH010,2019-04-01,South,50.5949,25.0,1803.0,88.4669,TRAIN
WH010,2019-04-01,South,87.3536,7.0,1114.0,92.4682,TRAIN
WH011,2019-04-01,Central,72.8955,43.0,2142.0,94.6971,TRAIN
WH011,2019-04-01,South,84.657,9.0,1923.0,90.422,TRAIN
WH011,2019-04-01,South,81.4166,17.0,883.0,85.2719,TRAIN
WH012,2019-04-01,South,89.7346,17.0,1379.0,95.084,TRAIN
WH012,2019-04-01,East,89.8359,40.0,929.0,90.4406,TRAIN
WH012,2019-04-01,East,81.2592,32.0,2407.0,92.7318,TRAIN
WH013,2019-04-01,West,71.373,22.0,1508.0,85.1882,TRAIN
WH013,2019-04-01,South,66.5426,15.0,2379.0,97.8021,TRAIN
WH013,2019-04-01,Central,45.0887,31.0,731.0,94.0411,TRAIN
WH014,2019-04-01,West,,12.0,1984.0,87.9064,TRAIN
WH014,2019-04-01,Central,,25.0,1806.0,92.9241,TRAIN
WH014,2019-04-01,North,85.4035,23.0,2159.0,,TRAIN
WH015,2019-04-01,East,69.6558,30.0,532.0,97.8301,TRAIN
WH015,2019-04-01,South,65.2918,7.0,967.0,87.3768,TRAIN
WH015,2019-04-01,Central,62.0407,6.0,1733.0,98.2683,TRAIN
WH016,2019-04-01,South,79.9344,27.0,1402.0,91.9017,TRAIN
WH016,2019-04-01,Central,59.4613,11.0,305.0,95.244,TRAIN
WH016,2019-04-01,North,43.0981,25.0,365.0,91.7703,TRAIN
WH017,2019-04-01,North,75.5759,7.0,1568.0,,TRAIN
WH017,2019-04-01,South,47.4973,33.0,1149.0,93.137,TRAIN
WH017,2019-04-01,Central,41.3838,32.0,,96.6052,TRAIN
WH018,2019-04-01,East,82.4542,11.0,,,TRAIN
WH018,2019-04-01,East,64.7244,27.0,225.0,96.863,TRAIN
WH018,2019-04-01,East,78.6548,30.0,2072.0,87.5446,TRAIN
WH019,2019-04-01,West,72.4674,44.0,2247.0,85.2154,TRAIN
WH019,2019-04-01,Central,74.0586,42.0,2034.0,96.8479,TRAIN
WH019,2019-04-01,East,82.9088,5.0,1804.0,86.8666,TRAIN
WH020,2019-04-01,East,95.1285,33.0,1637.0,85.6796,TRAIN
WH020,2019-04-01,Central,75.4732,14.0,583.0,92.4814,TRAIN
WH020,2019-04-01,North,93.0873,36.0,1917.0,88.7222,TRAIN
WH021,2019-04-01,South,57.5772,40.0,2014.0,98.0719,TRAIN
WH021,2019-04-01,Central,60.0836,17.0,421.0,98.4371,TRAIN
WH021,2019-04-01,West,71.5457,28.0,2376.0,88.552,TRAIN
WH022,2019-04-01,Central,77.0361,8.0,388.0,85.4017,TRAIN
WH022,2019-04-01,Central,53.5753,24.0,1354.0,97.9195,TRAIN
WH022,2019-04-01,Central,84.9791,39.0,1632.0,98.7097,TRAIN
WH023,2019-04-01,East,60.1321,,231.0,90.8007,TRAIN
WH023,2019-04-01,East,65.2723,,400.0,85.9584,TRAIN
WH023,2019-04-01,East,56.6032,15.0,1618.0,85.5523,TRAIN
WH024,2019-04-01,East,61.9349,,1642.0,94.3799,TRAIN
WH024,2019-04-01,South,77.588,41.0,1185.0,91.9431,TRAIN
WH024,2019-04-01,East,88.0839,35.0,1519.0,86.3501,TRAIN
WH025,2019-04-01,East,56.8864,39.0,1522.0,93.5425,TRAIN
WH025,2019-04-01,North,96.5427,7.0,2388.0,85.9224,TRAIN
WH025,2019-04-01,East,70.9179,35.0,1791.0,92.6335,TRAIN
WH026,2019-04-01,North,41.102,39.0,,90.7875,TRAIN
WH026,2019-04-01,East,40.482,15.0,461.0,91.6015,TRAIN
WH026,2019-04-01,West,78.1775,12.0,2406.0,91.6372,TRAIN
WH027,2019-04-01,East,70.0456,34.0,577.0,94.5902,TRAIN
WH027,2019-04-01,West,63.2684,5.0,130.0,97.6083,TRAIN
WH027,2019-04-01,West,53.8756,7.0,,91.6608,TRAIN
WH028,2019-04-01,Central,92.1246,16.0,1016.0,89.0943,TRAIN
WH028,2019-04-01,North,47.612,22.0,2001.0,87.0563,TRAIN
WH028,2019-04-01,South,73.8356,25.0,1709.0,90.1176,TRAIN
WH029,2019-04-01,East,42.3369,7.0,1500.0,92.9944,TRAIN
WH029,2019-04-01,West,78.2372,40.0,1798.0,98.7486,TRAIN
WH029,2019-04-01,Central,47.3645,13.0,1197.0,94.9603,TRAIN
WH030,2019-04-01,West,59.0493,32.0,1376.0,93.9457,TRAIN
WH030,2019-04-01,Central,55.6899,8.0,739.0,95.4864,TRAIN
WH030,2019-04-01,South,97.9195,30.0,2156.0,88.1492,TRAIN
WH031,2019-04-01,West,78.9346,16.0,1533.0,93.0501,TRAIN
WH031,2019-04-01,North,90.116,11.0,2263.0,86.6391,TRAIN
WH031,2019-04-01,West,49.4657,34.0,892.0,97.4591,TRAIN
WH032,2019-04-01,South,43.1985,43.0,1062.0,85.1632,TRAIN
WH032,2019-04-01,North,59.9285,22.0,1991.0,90.8015,TRAIN
WH032,2019-04-01,South,48.3681,31.0,2157.0,87.7087,TRAIN
WH033,2019-04-01,South,54.229,28.0,178.0,86.4008,TRAIN
WH033,2019-04-01,West,40.9237,20.0,648.0,,TRAIN
WH033,2019-04-01,Central,78.3312,44.0,2267.0,94.1291,TRAIN
WH034,2019-04-01,West,77.6429,,1036.0,96.5257,TRAIN
WH034,2019-04-01,North,79.7358,14.0,330.0,91.8197,TRAIN
WH034,2019-04-01,Central,85.3665,34.0,1314.0,89.3286,TRAIN
WH035,2019-04-01,West,89.9033,,2041.0,93.5397,TRAIN
WH035,2019-04-01,East,56.1748,16.0,730.0,91.49,TRAIN
WH035,2019-04-01,Central,45.1818,39.0,1418.0,90.6676,TRAIN
WH036,2019-04-01,South,94.3086,25.0,1625.0,93.9845,TRAIN
WH036,2019-04-01,West,62.2954,23.0,1479.0,89.1419,TRAIN
WH036,2019-04-01,South,81.8875,11.0,2115.0,96.8562,TRAIN
WH037,2019-04-01,West,49.5547,20.0,451.0,98.6393,TRAIN
WH037,2019-04-01,North,63.1836,25.0,2344.0,90.3541,TRAIN
WH037,2019-04-01,Central,63.245,16.0,367.0,87.4596,TRAIN
WH038,2019-04-01,South,66.5908,35.0,1491.0,92.3535,TRAIN
WH038,2019-04-01,East,92.1502,20.0,1777.0,91.3992,TRAIN
WH038,2019-04-01,South,70.4918,40.0,2106.0,97.5434,TRAIN
WH039,2019-04-01,Central,56.8199,38.0,1343.0,90.5697,TRAIN
WH039,2019-04-01,East,83.1833,12.0,206.0,89.8222,TRAIN
WH039,2019-04-01,Central,52.2941,33.0,356.0,92.3232,TRAIN
WH040,2019-04-01,South,51.5634,40.0,533.0,95.9757,TRAIN
WH040,2019-04-01,South,47.3063,35.0,2355.0,87.0966,TRAIN
WH040,2019-04-01,West,82.3996,17.0,2085.0,,TRAIN
WH041,2019-04-01,West,43.0742,12.0,1835.0,93.5525,TRAIN
WH041,2019-04-01,Central,87.0366,40.0,2030.0,95.5649,TRAIN
WH041,2019-04-01,North,85.9124,16.0,1762.0,85.481,TRAIN
WH042,2019-04-01,East,43.3442,36.0,1802.0,95.6357,TRAIN
WH042,2019-04-01,West,97.388,35.0,2330.0,90.1138,TRAIN
WH042,2019-04-01,West,48.9671,,564.0,98.4601,TRAIN
WH043,2019-04-01,South,55.0399,39.0,498.0,89.025,TRAIN
WH043,2019-04-01,Central,59.384,6.0,765.0,,TRAIN
WH043,2019-04-01,South,95.315,19.0,2285.0,86.8803,TRAIN
WH044,2019-04-01,East,42.5595,44.0,757.0,98.1079,TRAIN
WH044,2019-04-01,East,96.4711,25.0,1626.0,91.1045,TRAIN
WH044,2019-04-01,Central,53.0499,20.0,2217.0,95.1598,TRAIN
WH045,2019-04-01,Central,45.1219,26.0,,91.3252,TRAIN
WH045,2019-04-01,North,78.3649,38.0,103.0,,TRAIN
WH045,2019-04-01,West,83.5581,42.0,1664.0,97.076,TRAIN
WH046,2019-04-01,West,65.3216,41.0,1071.0,85.2048,TRAIN
WH046,2019-04-01,North,55.7006,34.0,2258.0,86.7713,TRAIN
WH046,2019-04-01,West,80.3482,44.0,2048.0,87.2708,TRAIN
WH047,2019-04-01,West,,28.0,,86.3077,TRAIN
WH047,2019-04-01,East,51.7854,6.0,,90.2694,TRAIN
WH047,2019-04-01,North,46.1855,23.0,2132.0,91.1479,TRAIN
WH048,2019-04-01,West,68.8804,41.0,1498.0,94.9563,TRAIN
WH048,2019-04-01,West,73.4495,34.0,2168.0,97.7293,TRAIN
WH048,2019-04-01,West,63.9525,29.0,1064.0,86.548,TRAIN
WH049,2019-04-01,West,89.9498,42.0,1254.0,88.2414,TRAIN
WH049,2019-04-01,South,89.7432,35.0,1971.0,,TRAIN
WH049,2019-04-01,South,70.0976,30.0,1520.0,88.0938,TRAIN
WH050,2019-04-01,South,71.4913,26.0,2143.0,85.9015,TRAIN
WH050,2019-04-01,West,91.9149,43.0,,91.7515,TRAIN
WH050,2019-04-01,East,67.9013,,2370.0,92.3348,TRAIN
WH001,2019-05-01,South,52.2161,18.0,1074.0,91.8473,TRAIN
WH001,2019-05-01,West,74.3608,33.0,2280.0,,TRAIN
WH001,2019-05-01,West,93.0267,18.0,1718.0,90.6785,TRAIN
WH002,2019-05-01,Central,43.0246,41.0,2258.0,86.5717,TRAIN
WH002,2019-05-01,East,91.4941,9.0,2192.0,89.4982,TRAIN
WH002,2019-05-01,North,92.7334,21.0,1731.0,92.7005,TRAIN
WH003,2019-05-01,North,97.4946,39.0,2142.0,87.9167,TRAIN
WH003,2019-05-01,Central,91.1914,18.0,1699.0,89.7915,TRAIN
WH003,2019-05-01,East,72.8427,40.0,1029.0,87.9464,TRAIN
WH004,2019-05-01,North,45.7471,24.0,1723.0,95.3811,TRAIN
WH004,2019-05-01,West,72.8908,9.0,289.0,93.93,TRAIN
WH004,2019-05-01,Central,61.9165,,595.0,94.5604,TRAIN
WH005,2019-05-01,West,93.1729,37.0,2449.0,,TRAIN
WH005,2019-05-01,North,82.8563,22.0,832.0,91.5137,TRAIN
WH005,2019-05-01,Central,57.8739,36.0,416.0,94.8695,TRAIN
WH006,2019-05-01,East,70.1335,43.0,721.0,94.9788,TRAIN
WH006,2019-05-01,East,78.0569,8.0,224.0,96.3092,TRAIN
WH006,2019-05-01,North,45.0804,17.0,2290.0,85.9662,TRAIN
WH007,2019-05-01,West,48.7136,24.0,1309.0,96.518,TRAIN
WH007,2019-05-01,South,65.9932,5.0,1164.0,88.4224,TRAIN
WH007,2019-05-01,North,41.7269,6.0,355.0,87.9146,TRAIN
WH008,2019-05-01,West,46.8503,20.0,268.0,91.9197,TRAIN
WH008,2019-05-01,West,48.6821,41.0,,96.733,TRAIN
WH008,2019-05-01,West,89.963,14.0,2021.0,90.9012,TRAIN
WH009,2019-05-01,North,47.1161,14.0,389.0,98.3241,TRAIN
WH009,2019-05-01,North,86.1938,32.0,483.0,93.2017,TRAIN
WH009,2019-05-01,South,78.1104,28.0,1688.0,94.3799,TRAIN
WH010,2019-05-01,North,52.7841,39.0,1443.0,93.7603,TRAIN
WH010,2019-05-01,North,60.585,13.0,1965.0,94.9339,TRAIN
WH010,2019-05-01,Central,53.8827,44.0,1727.0,96.5732,TRAIN
WH011,2019-05-01,West,97.9556,15.0,1716.0,85.2313,TRAIN
WH011,2019-05-01,East,55.1122,,261.0,85.3931,TRAIN
WH011,2019-05-01,South,91.1019,18.0,1179.0,96.7299,TRAIN
WH012,2019-05-01,North,63.9356,10.0,1211.0,90.5328,TRAIN
WH012,2019-05-01,South,77.3105,24.0,1625.0,93.0303,TRAIN
WH012,2019-05-01,South,60.2433,22.0,2394.0,85.2478,TRAIN
WH013,2019-05-01,East,88.3412,29.0,2430.0,91.1816,TRAIN
WH013,2019-05-01,West,96.6173,13.0,902.0,,TRAIN
WH013,2019-05-01,Central,75.0018,44.0,2477.0,87.2705,TRAIN
WH014,2019-05-01,South,46.4377,7.0,416.0,93.9623,TRAIN
WH014,2019-05-01,Central,,,301.0,86.8498,TRAIN
WH014,2019-05-01,West,72.5417,27.0,335.0,93.3287,TRAIN
WH015,2019-05-01,West,65.1465,43.0,1633.0,90.5657,TRAIN
WH015,2019-05-01,North,61.343,43.0,416.0,85.9607,TRAIN
WH015,2019-05-01,West,46.7991,11.0,2155.0,88.4779,TRAIN
