Sale_ID,Date,Region,State,Distributor_ID,Channel,Product_SKU,Brand,Net_Units_Sold_TARGET,Avg_Selling_Price_INR,Discount_%,Net_Revenue_INR,Split_Tag
SALE-001359,2018-07-01,West,Maharashtra,DIST-We-038,Online,SKU003,BrandB,905.0,40866.08,6.7325,34493864.57,TRAIN
SALE-001360,2018-07-01,West,Maharashtra,DIST-We-039,Online,SKU005,BrandB,861.0,37738.23,9.6416,29359805.26,TRAIN
SALE-001361,2018-07-01,Central,Madhya Pradesh,DIST-Ce-000,Distributor,SKU005,BrandA,959.0,38565.07,9.5706,33444326.18,TRAIN
SALE-001362,2018-07-01,Central,Madhya Pradesh,DIST-Ce-001,Distributor,SKU002,BrandB,876.0,37199.14,3.5667,31424196.4,TRAIN
SALE-001363,2018-07-01,Central,Madhya Pradesh,DIST-Ce-002,Retail,SKU004,Others,944.0,35481.3,9.7731,30220930.56,TRAIN
SALE-001364,2018-07-01,Central,Madhya Pradesh,DIST-Ce-003,Online,SKU004,Others,1024.0,32276.29,5.5146,31228275.23,TRAIN
SALE-001365,2018-07-01,Central,Madhya Pradesh,DIST-Ce-004,Distributor,SKU001,BrandB,954.0,35529.82,7.3546,31402557.99,TRAIN
SALE-001366,2018-07-01,Central,Madhya Pradesh,DIST-Ce-005,Retail,SKU004,BrandA,941.0,39206.81,9.1249,33527106.45,TRAIN
SALE-001367,2018-07-01,Central,Madhya Pradesh,DIST-Ce-006,Distributor,SKU001,Others,842.0,36446.92,,29240421.66,TRAIN
SALE-001368,2018-07-01,Central,Madhya Pradesh,DIST-Ce-007,Retail,SKU004,BrandC,993.0,32671.68,8.623,29645425.13,TRAIN
SALE-001369,2018-07-01,Central,Madhya Pradesh,DIST-Ce-008,Distributor,SKU004,Others,816.0,36513.8,6.1462,27963971.74,TRAIN
SALE-001370,2018-07-01,Central,Madhya Pradesh,DIST-Ce-009,Retail,SKU002,Others,1029.0,34069.71,7.9593,32267376.09,TRAIN
SALE-001371,2018-07-01,Central,Madhya Pradesh,DIST-Ce-010,Distributor,SKU003,BrandB,925.0,41188.86,3.4333,36791639.52,TRAIN
SALE-001372,2018-07-01,Central,Madhya Pradesh,DIST-Ce-011,Distributor,SKU001,Others,829.0,37498.35,8.3173,,TRAIN
SALE-001373,2018-07-01,Central,Madhya Pradesh,DIST-Ce-012,Retail,SKU003,Others,1029.0,35380.14,5.4584,34418969.67,TRAIN
SALE-001374,2018-07-01,Central,Madhya Pradesh,DIST-Ce-013,Distributor,SKU003,Others,887.0,36023.17,,30219086.81,TRAIN
SALE-001375,2018-07-01,Central,Madhya Pradesh,DIST-Ce-014,Online,,BrandC,829.0,41877.47,3.9091,33359317.82,TRAIN
SALE-001376,2018-07-01,Central,Madhya Pradesh,DIST-Ce-015,Online,SKU004,Others,850.0,40832.44,7.5549,32085453.8,TRAIN
SALE-001377,2018-07-01,Central,Madhya Pradesh,DIST-Ce-016,Distributor,SKU002,BrandC,884.0,38047.48,3.3455,,TRAIN
SALE-001378,2018-07-01,Central,Madhya Pradesh,DIST-Ce-017,Online,SKU002,Others,994.0,33140.41,7.4107,30500364.8,TRAIN
SALE-001379,2018-07-01,Central,Madhya Pradesh,DIST-Ce-018,Online,SKU003,Others,834.0,40597.02,4.9793,32172019.78,TRAIN
SALE-001380,2018-07-01,Central,Madhya Pradesh,DIST-Ce-019,Online,SKU004,BrandA,912.0,41600.71,9.6585,34275426.04,TRAIN
SALE-001381,2018-07-01,Central,Madhya Pradesh,DIST-Ce-020,Online,SKU002,BrandC,920.0,33651.3,4.838,29461377.09,TRAIN
SALE-001382,2018-07-01,Central,Madhya Pradesh,DIST-Ce-021,Retail,SKU003,Others,809.0,34734.17,9.2584,25498329.05,TRAIN
SALE-001383,2018-07-01,Central,Madhya Pradesh,DIST-Ce-022,Distributor,SKU003,BrandA,,38403.19,4.8295,38156631.74,TRAIN
SALE-001384,2018-07-01,Central,Madhya Pradesh,DIST-Ce-023,Distributor,SKU005,BrandC,980.0,34793.39,9.4735,30867293.91,TRAIN
SALE-001385,2018-07-01,Central,Madhya Pradesh,DIST-Ce-024,Distributor,SKU005,BrandA,1032.0,36274.4,8.8744,34113045.33,TRAIN
SALE-001386,2018-07-01,Central,Madhya Pradesh,DIST-Ce-025,Online,SKU003,Others,947.0,37710.08,6.5153,33384723.05,TRAIN
SALE-001387,2018-07-01,Central,Madhya Pradesh,DIST-Ce-026,Retail,SKU004,BrandA,973.0,32272.43,7.0944,29173341.28,TRAIN
SALE-001388,2018-07-01,Central,Madhya Pradesh,DIST-Ce-027,Online,,BrandC,852.0,40939.45,3.6038,33623374.69,TRAIN
SALE-001389,2018-07-01,Central,Madhya Pradesh,DIST-Ce-028,Retail,SKU001,BrandB,945.0,40651.46,7.7032,35456397.28,TRAIN
SALE-001390,2018-07-01,Central,Madhya Pradesh,DIST-Ce-029,Retail,SKU004,BrandB,895.0,40038.51,3.8309,34461696.73,TRAIN
SALE-001391,2018-07-01,Central,Madhya Pradesh,DIST-Ce-030,Retail,SKU001,BrandB,920.0,40171.87,4.7127,35216406.62,TRAIN
SALE-001392,2018-07-01,Central,Madhya Pradesh,DIST-Ce-031,Distributor,SKU001,BrandC,886.0,34967.56,4.6319,29546224.1,TRAIN
SALE-001393,2018-07-01,Central,Madhya Pradesh,DIST-Ce-032,Retail,SKU002,Others,954.0,41290.67,8.3721,36093428.77,TRAIN
SALE-001394,2018-07-01,Central,Madhya Pradesh,DIST-Ce-033,Online,SKU001,,940.0,39410.68,9.3457,33583815.49,TRAIN
SALE-001395,2018-07-01,Central,Madhya Pradesh,DIST-Ce-034,Online,SKU002,BrandA,855.0,41699.15,3.1644,34524566.08,TRAIN
SALE-001396,2018-07-01,Central,Madhya Pradesh,DIST-Ce-035,Distributor,SKU005,Others,881.0,37319.1,5.3708,31112305.1,TRAIN
SALE-001397,2018-07-01,Central,Madhya Pradesh,DIST-Ce-036,Retail,SKU001,Others,901.0,35042.6,6.3748,29560650.78,TRAIN
SALE-001398,2018-07-01,Central,Madhya Pradesh,DIST-Ce-037,Distributor,SKU001,BrandB,862.0,34559.28,9.8263,26862846.01,TRAIN
SALE-001399,2018-07-01,Central,Madhya Pradesh,DIST-Ce-038,Online,SKU001,BrandA,887.0,41946.8,6.5567,34767260.72,TRAIN
SALE-001400,2018-07-01,Central,Madhya Pradesh,DIST-Ce-039,Distributor,SKU002,BrandA,839.0,,5.6382,33086173.22,TRAIN
SALE-001401,2018-08-01,North,Delhi,DIST-No-000,Retail,SKU005,Others,974.0,38744.33,4.6766,35972188.87,TRAIN
SALE-001402,2018-08-01,North,Delhi,DIST-No-001,Retail,SKU002,BrandB,951.0,32117.07,8.738,27874454.7,TRAIN
SALE-001403,2018-08-01,North,Delhi,DIST-No-002,Online,SKU001,BrandB,1012.0,38128.19,5.2331,36566491.7,TRAIN
SALE-001404,2018-08-01,North,Delhi,DIST-No-003,Online,SKU001,Others,978.0,39036.63,6.5344,35683113.22,TRAIN
SALE-001405,2018-08-01,North,Delhi,DIST-No-004,Retail,SKU002,BrandB,877.0,32360.87,3.2269,27464681.66,TRAIN
SALE-001406,2018-08-01,North,Delhi,DIST-No-005,Online,SKU005,BrandA,1013.0,38443.9,7.9017,35866436.26,TRAIN
SALE-001407,2018-08-01,North,Delhi,DIST-No-006,Online,SKU005,Others,928.0,38497.73,7.7839,32945036.45,TRAIN
SALE-001408,2018-08-01,North,Delhi,DIST-No-007,,SKU003,BrandB,904.0,38698.01,5.4124,33089579.2,TRAIN
SALE-001409,2018-08-01,North,Delhi,DIST-No-008,Online,SKU005,BrandB,955.0,36302.58,7.3512,32120375.54,TRAIN
SALE-001410,2018-08-01,North,Delhi,DIST-No-009,Retail,SKU005,Others,1003.0,39473.17,7.609,36579060.19,TRAIN
SALE-001411,2018-08-01,North,Delhi,DIST-No-010,Online,SKU001,BrandA,970.0,33177.91,6.0082,30248990.1,TRAIN
SALE-001412,2018-08-01,North,Delhi,DIST-No-011,Distributor,SKU001,BrandA,893.0,38882.23,3.9193,33360965.09,TRAIN
SALE-001413,2018-08-01,North,Delhi,DIST-No-012,Retail,SKU002,BrandA,892.0,34402.11,5.0544,29135657.05,TRAIN
SALE-001414,2018-08-01,North,Delhi,DIST-No-013,Online,SKU002,BrandA,1010.0,33690.64,7.1124,31607386.1,TRAIN
SALE-001415,2018-08-01,North,Delhi,DIST-No-014,Retail,SKU003,Others,992.0,,5.383,32455201.44,TRAIN
SALE-001416,2018-08-01,North,Delhi,DIST-No-015,Distributor,SKU002,BrandB,811.0,37594.4,9.7917,27503667.99,TRAIN
SALE-001417,2018-08-01,North,Delhi,DIST-No-016,Retail,SKU005,BrandC,945.0,34698.55,3.7457,31561917.27,TRAIN
SALE-001418,2018-08-01,North,Delhi,DIST-No-017,Retail,SKU003,Others,1069.0,33852.98,4.138,34691318.44,TRAIN
SALE-001419,2018-08-01,North,Delhi,DIST-No-018,Online,SKU005,Others,1019.0,36124.49,7.2975,34124590.29,TRAIN
SALE-001420,2018-08-01,North,Delhi,DIST-No-019,Retail,SKU004,BrandA,1045.0,,7.345,,TRAIN
SALE-001421,2018-08-01,North,Delhi,DIST-No-020,Retail,SKU001,Others,987.0,34287.77,4.9442,32168797.07,TRAIN
SALE-001422,2018-08-01,North,Delhi,DIST-No-021,Retail,SKU004,BrandC,990.0,34179.61,6.9018,31502401.6,TRAIN
SALE-001423,2018-08-01,North,Delhi,DIST-No-022,Distributor,SKU005,,1076.0,40992.43,9.5651,39888898.66,TRAIN
SALE-001424,2018-08-01,North,Delhi,DIST-No-023,Distributor,,BrandA,905.0,37419.92,9.664,30592316.63,TRAIN
SALE-001425,2018-08-01,North,Delhi,DIST-No-024,Online,SKU002,BrandA,1051.0,35178.27,5.6668,34877197.09,TRAIN
SALE-001426,2018-08-01,North,Delhi,DIST-No-025,Online,SKU004,BrandA,1027.0,34560.81,9.2499,32210817.0,TRAIN
SALE-001427,2018-08-01,North,Delhi,DIST-No-026,Distributor,SKU001,BrandB,979.0,37657.09,8.195,33845116.79,TRAIN
SALE-001428,2018-08-01,North,Delhi,DIST-No-027,Online,SKU004,,972.0,38971.42,,34689141.5,TRAIN
SALE-001429,2018-08-01,North,Delhi,DIST-No-028,Distributor,SKU001,BrandC,1004.0,41316.18,6.7463,38682967.07,TRAIN
SALE-001430,2018-08-01,North,Delhi,DIST-No-029,Retail,SKU003,Others,848.0,,5.3078,27555024.67,TRAIN
SALE-001431,2018-08-01,North,Delhi,DIST-No-030,Retail,,BrandB,1092.0,37088.05,8.4184,37090691.82,TRAIN
SALE-001432,2018-08-01,North,Delhi,DIST-No-031,Distributor,SKU002,BrandA,1107.0,40339.15,9.3619,40474854.94,TRAIN
SALE-001433,2018-08-01,North,Delhi,DIST-No-032,Distributor,SKU005,BrandA,844.0,40848.72,5.1748,32692233.5,TRAIN
SALE-001434,2018-08-01,North,Delhi,DIST-No-033,Retail,SKU005,Others,825.0,32651.95,7.4814,24922524.98,TRAIN
SALE-001435,2018-08-01,North,Delhi,DIST-No-034,Distributor,SKU004,BrandA,943.0,34306.69,3.8672,31100131.48,TRAIN
SALE-001436,2018-08-01,North,Delhi,DIST-No-035,Online,SKU002,BrandB,1065.0,34372.27,7.8375,33737425.78,TRAIN
SALE-001437,2018-08-01,North,Delhi,DIST-No-036,Online,SKU005,BrandB,1003.0,34023.51,5.7449,32165119.2,TRAIN
SALE-001438,2018-08-01,North,Delhi,DIST-No-037,Retail,SKU005,BrandC,915.0,34102.12,6.8661,29060979.22,TRAIN
SALE-001439,2018-08-01,North,Delhi,DIST-No-038,Online,SKU003,BrandB,1118.0,36040.13,3.8853,38727371.62,TRAIN
SALE-001440,2018-08-01,North,Delhi,DIST-No-039,Retail,SKU005,BrandC,1017.0,39167.98,4.7731,37932534.02,TRAIN
SALE-001441,2018-08-01,South,Tamil Nadu,DIST-So-000,Online,SKU005,BrandB,643.0,32727.51,8.3082,19295434.09,TRAIN
SALE-001442,2018-08-01,South,Tamil Nadu,DIST-So-001,Retail,SKU005,BrandC,640.0,36866.81,7.5415,21815355.13,TRAIN
SALE-001443,2018-08-01,South,Tamil Nadu,DIST-So-002,Retail,SKU001,BrandA,677.0,36734.9,7.1455,,TRAIN
SALE-001444,2018-08-01,South,Tamil Nadu,DIST-So-003,Distributor,SKU005,Others,695.0,34190.23,4.0185,22807317.32,TRAIN
SALE-001445,2018-08-01,South,Tamil Nadu,DIST-So-004,Distributor,SKU004,Others,573.0,37644.14,5.3077,20425225.52,TRAIN
SALE-001446,2018-08-01,South,Tamil Nadu,DIST-So-005,Online,SKU005,BrandA,720.0,35194.07,7.7303,23380882.16,TRAIN
SALE-001447,2018-08-01,South,Tamil Nadu,DIST-So-006,Retail,SKU003,Others,649.0,39547.22,5.3947,24281527.32,TRAIN
SALE-001448,2018-08-01,South,Tamil Nadu,DIST-So-007,Online,SKU001,BrandC,634.0,36598.48,5.9768,21816613.69,TRAIN
SALE-001449,2018-08-01,South,Tamil Nadu,DIST-So-008,Distributor,SKU004,BrandA,663.0,38468.01,6.9881,23722026.47,TRAIN
SALE-001450,2018-08-01,South,Tamil Nadu,DIST-So-009,Distributor,SKU005,BrandB,701.0,39049.68,9.2716,24835820.81,TRAIN
SALE-001451,2018-08-01,South,Tamil Nadu,DIST-So-010,Retail,SKU002,Others,632.0,33663.56,3.6069,20507990.95,TRAIN
SALE-001452,2018-08-01,South,Tamil Nadu,DIST-So-011,Retail,SKU002,BrandA,709.0,38234.48,9.7686,24460157.83,TRAIN
SALE-001453,2018-08-01,South,Tamil Nadu,DIST-So-012,Online,SKU002,BrandA,656.0,41301.33,7.8681,24961901.32,TRAIN
SALE-001454,2018-08-01,South,Tamil Nadu,DIST-So-013,Retail,SKU004,BrandA,580.0,40249.49,6.6785,21785636.26,TRAIN
SALE-001455,2018-08-01,South,Tamil Nadu,DIST-So-014,Retail,SKU004,BrandA,715.0,32658.65,5.9,21973227.25,TRAIN
SALE-001456,2018-08-01,South,Tamil Nadu,DIST-So-015,Online,SKU002,Others,655.0,40382.03,9.7442,23872868.75,TRAIN
SALE-001457,2018-08-01,South,Tamil Nadu,DIST-So-016,Retail,SKU003,Others,640.0,36295.54,9.2991,21069039.15,TRAIN
SALE-001458,2018-08-01,South,Tamil Nadu,DIST-So-017,Distributor,SKU004,BrandA,660.0,33743.12,7.4816,20604274.4,TRAIN
SALE-001459,2018-08-01,South,Tamil Nadu,DIST-So-018,Online,SKU005,BrandB,723.0,37979.37,9.7967,24768995.25,TRAIN
SALE-001460,2018-08-01,South,Tamil Nadu,DIST-So-019,Distributor,SKU005,Others,658.0,36039.86,9.3842,21488844.18,TRAIN
SALE-001461,2018-08-01,South,Tamil Nadu,DIST-So-020,Distributor,SKU005,Others,609.0,39597.46,6.9812,22431359.13,TRAIN
SALE-001462,2018-08-01,South,Tamil Nadu,DIST-So-021,Online,SKU002,BrandA,647.0,37118.58,6.0748,22556820.54,TRAIN
SALE-001463,2018-08-01,South,Tamil Nadu,DIST-So-022,Retail,SKU004,BrandC,671.0,32195.63,5.9367,20320739.63,TRAIN
SALE-001464,2018-08-01,South,Tamil Nadu,DIST-So-023,Online,SKU002,BrandA,617.0,32203.99,5.1495,18846666.26,TRAIN
SALE-001465,2018-08-01,South,Tamil Nadu,DIST-So-024,Distributor,SKU003,Others,617.0,38102.8,6.9379,21878362.59,TRAIN
SALE-001466,2018-08-01,South,Tamil Nadu,DIST-So-025,Distributor,SKU005,Others,604.0,33782.2,7.7636,18820333.38,TRAIN
SALE-001467,2018-08-01,South,Tamil Nadu,DIST-So-026,,SKU002,Others,640.0,37794.38,3.7724,23275933.64,TRAIN
SALE-001468,2018-08-01,South,Tamil Nadu,DIST-So-027,Distributor,SKU005,BrandA,630.0,37786.17,7.8592,21934384.87,TRAIN
SALE-001469,2018-08-01,South,Tamil Nadu,DIST-So-028,Online,SKU003,BrandC,750.0,40188.96,3.5369,29075642.59,TRAIN
SALE-001470,2018-08-01,South,Tamil Nadu,DIST-So-029,Distributor,SKU004,Others,612.0,33218.0,7.0715,18891813.32,TRAIN
SALE-001471,2018-08-01,South,Tamil Nadu,DIST-So-030,Online,SKU005,Others,625.0,36899.61,4.1869,22096651.02,TRAIN
SALE-001472,2018-08-01,South,Tamil Nadu,DIST-So-031,Online,SKU004,Others,712.0,34489.39,4.1114,23546839.14,TRAIN
SALE-001473,2018-08-01,South,Tamil Nadu,DIST-So-032,Distributor,SKU002,BrandC,699.0,35224.79,5.661,23228266.0,TRAIN
SALE-001474,2018-08-01,South,Tamil Nadu,DIST-So-033,Retail,SKU005,BrandA,607.0,38222.2,,21685290.19,TRAIN
SALE-001475,2018-08-01,South,Tamil Nadu,DIST-So-034,Retail,SKU002,Others,631.0,34625.83,3.2875,21130611.62,TRAIN
SALE-001476,2018-08-01,South,Tamil Nadu,DIST-So-035,Distributor,SKU001,BrandA,566.0,34280.92,8.5005,17753643.27,TRAIN
SALE-001477,2018-08-01,South,Tamil Nadu,DIST-So-036,Retail,SKU001,Others,687.0,33168.2,9.5814,20603284.77,TRAIN
SALE-001478,2018-08-01,South,Tamil Nadu,DIST-So-037,Retail,SKU004,Others,636.0,35026.27,9.3982,20183107.05,TRAIN
SALE-001479,2018-08-01,South,Tamil Nadu,DIST-So-038,Distributor,SKU001,BrandC,651.0,35674.86,5.9423,21844268.85,TRAIN
SALE-001480,2018-08-01,South,Tamil Nadu,DIST-So-039,Online,SKU003,Others,629.0,34505.3,3.1133,21028137.2,TRAIN
SALE-001481,2018-08-01,East,West Bengal,DIST-Ea-000,Distributor,SKU002,BrandA,669.0,38238.62,5.0541,24288713.29,TRAIN
SALE-001482,2018-08-01,East,West Bengal,DIST-Ea-001,Retail,SKU005,Others,735.0,40219.13,8.3873,27081677.11,TRAIN
SALE-001483,2018-08-01,East,West Bengal,DIST-Ea-002,Online,SKU003,Others,780.0,36034.6,8.8758,25612281.45,TRAIN
SALE-001484,2018-08-01,East,West Bengal,DIST-Ea-003,Online,SKU004,BrandC,672.0,37581.57,3.4433,24385220.17,TRAIN
SALE-001485,2018-08-01,East,West Bengal,DIST-Ea-004,Retail,SKU002,Others,693.0,34111.51,8.3394,21667905.7,TRAIN
SALE-001486,2018-08-01,East,West Bengal,DIST-Ea-005,Retail,SKU003,,631.0,32308.31,6.6136,19038260.06,TRAIN
SALE-001487,2018-08-01,East,West Bengal,DIST-Ea-006,Distributor,SKU001,Others,607.0,41109.83,5.0706,23688359.06,TRAIN
SALE-001488,2018-08-01,East,West Bengal,DIST-Ea-007,Online,SKU002,BrandB,620.0,37499.44,5.4662,21978772.77,TRAIN
SALE-001489,2018-08-01,East,West Bengal,DIST-Ea-008,Retail,SKU001,BrandC,646.0,41608.67,8.754,24526187.96,TRAIN
SALE-001490,2018-08-01,East,West Bengal,DIST-Ea-009,Online,SKU005,Others,673.0,37902.05,5.2927,24158006.56,TRAIN
SALE-001491,2018-08-01,East,West Bengal,DIST-Ea-010,Retail,SKU003,BrandA,584.0,41779.61,9.4947,22082643.77,TRAIN
SALE-001492,2018-08-01,East,West Bengal,DIST-Ea-011,Distributor,,Others,622.0,41552.34,6.7028,24113174.81,TRAIN
SALE-001493,2018-08-01,East,West Bengal,DIST-Ea-012,Retail,SKU003,Others,676.0,37558.51,8.8066,23153597.27,TRAIN
SALE-001494,2018-08-01,East,West Bengal,DIST-Ea-013,Retail,SKU001,Others,620.0,38242.48,3.0202,22994241.12,TRAIN
SALE-001495,2018-08-01,East,West Bengal,DIST-Ea-014,Distributor,SKU001,Others,662.0,33431.2,5.2934,20959935.72,TRAIN
SALE-001496,2018-08-01,East,West Bengal,DIST-Ea-015,Distributor,SKU003,BrandA,686.0,32183.97,5.5212,20859214.13,TRAIN
SALE-001497,2018-08-01,East,West Bengal,DIST-Ea-016,Online,SKU002,,700.0,41579.09,6.0325,27349589.62,TRAIN
SALE-001498,2018-08-01,East,West Bengal,DIST-Ea-017,Retail,SKU005,BrandB,682.0,38015.02,5.2687,24560276.22,TRAIN
SALE-001499,2018-08-01,East,West Bengal,DIST-Ea-018,Retail,SKU005,BrandA,552.0,33674.39,5.2256,17616920.5,TRAIN
SALE-001500,2018-08-01,East,West Bengal,DIST-Ea-019,Retail,SKU005,BrandB,633.0,33766.93,,20663772.72,TRAIN
SALE-001501,2018-08-01,East,West Bengal,DIST-Ea-020,Retail,SKU002,BrandA,717.0,,8.6684,21344821.15,TRAIN
SALE-001502,2018-08-01,East,West Bengal,DIST-Ea-021,Distributor,,BrandC,627.0,35288.79,8.0759,20339183.02,TRAIN
SALE-001503,2018-08-01,East,West Bengal,DIST-Ea-022,Retail,SKU003,BrandA,686.0,41615.98,4.5006,27263706.72,TRAIN
SALE-001504,2018-08-01,East,West Bengal,DIST-Ea-023,Online,SKU004,Others,621.0,37766.45,9.5941,21202863.37,TRAIN
SALE-001505,2018-08-01,East,West Bengal,DIST-Ea-024,Online,SKU004,BrandB,675.0,34038.79,3.4809,22176407.98,TRAIN
SALE-001506,2018-08-01,East,West Bengal,DIST-Ea-025,,SKU004,BrandB,616.0,34480.87,6.2566,19911295.14,TRAIN
SALE-001507,2018-08-01,East,West Bengal,DIST-Ea-026,Online,SKU004,BrandC,632.0,32372.83,6.0379,19224301.91,TRAIN
SALE-001508,2018-08-01,East,West Bengal,DIST-Ea-027,Online,SKU003,Others,603.0,40758.3,8.5126,22485082.92,TRAIN
SALE-001509,2018-08-01,East,West Bengal,DIST-Ea-028,Online,SKU001,BrandB,622.0,34654.81,8.39,19746812.56,TRAIN
SALE-001510,2018-08-01,East,West Bengal,DIST-Ea-029,Online,SKU002,BrandA,593.0,34804.09,4.8856,19630506.36,TRAIN
SALE-001511,2018-08-01,East,West Bengal,DIST-Ea-030,Online,SKU003,Others,698.0,32231.58,,21289766.38,TRAIN
SALE-001512,2018-08-01,East,West Bengal,DIST-Ea-031,Distributor,SKU003,BrandB,,39533.22,7.7343,21447659.8,TRAIN
SALE-001513,2018-08-01,East,West Bengal,DIST-Ea-032,Online,SKU005,BrandB,747.0,40729.23,3.5067,29357843.7,TRAIN
SALE-001514,2018-08-01,East,West Bengal,DIST-Ea-033,Distributor,SKU005,BrandB,681.0,37796.66,6.179,24149079.8,TRAIN
SALE-001515,2018-08-01,East,West Bengal,DIST-Ea-034,Distributor,SKU004,BrandB,620.0,39874.96,9.2978,22423836.96,TRAIN
SALE-001516,2018-08-01,East,West Bengal,DIST-Ea-035,Distributor,SKU004,BrandB,619.0,36778.75,4.9591,21637062.54,TRAIN
SALE-001517,2018-08-01,East,West Bengal,DIST-Ea-036,Retail,SKU003,Others,640.0,34038.83,5.76,20530035.69,TRAIN
SALE-001518,2018-08-01,East,West Bengal,DIST-Ea-037,Online,SKU001,Others,708.0,38936.48,6.9675,25646278.66,TRAIN
SALE-001519,2018-08-01,East,West Bengal,DIST-Ea-038,Retail,SKU001,Others,610.0,39710.07,7.8351,22325240.65,TRAIN
SALE-001520,2018-08-01,East,West Bengal,DIST-Ea-039,Distributor,SKU003,BrandC,711.0,41489.56,5.2736,27943403.82,TRAIN
SALE-001521,2018-08-01,West,Maharashtra,DIST-We-000,Distributor,SKU004,,822.0,41479.32,9.6311,30812174.11,TRAIN
SALE-001522,2018-08-01,West,Maharashtra,DIST-We-001,Online,SKU005,Others,703.0,33706.32,9.4933,21446044.4,TRAIN
SALE-001523,2018-08-01,West,Maharashtra,DIST-We-002,Retail,SKU002,Others,983.0,33251.06,8.7849,29814385.74,TRAIN
SALE-001524,2018-08-01,West,Maharashtra,DIST-We-003,Online,SKU002,BrandA,784.0,35938.39,9.1274,25603996.8,TRAIN
SALE-001525,2018-08-01,West,Maharashtra,DIST-We-004,Distributor,SKU005,BrandB,847.0,32392.39,5.5304,25919007.56,TRAIN
SALE-001526,2018-08-01,West,Maharashtra,DIST-We-005,Retail,SKU005,BrandB,922.0,35661.74,8.1546,30198892.81,TRAIN
SALE-001527,2018-08-01,West,Maharashtra,DIST-We-006,Online,SKU002,BrandB,817.0,33807.83,8.2199,25350578.03,TRAIN
SALE-001528,2018-08-01,West,Maharashtra,DIST-We-007,Online,SKU004,Others,799.0,34452.94,,26191431.68,TRAIN
SALE-001529,2018-08-01,West,Maharashtra,DIST-We-008,Distributor,SKU005,BrandA,809.0,41985.8,9.6605,30685171.54,TRAIN
SALE-001530,2018-08-01,West,Maharashtra,DIST-We-009,Online,SKU004,BrandA,856.0,38970.26,7.4644,30868539.75,TRAIN
SALE-001531,2018-08-01,West,Maharashtra,DIST-We-010,Retail,SKU002,BrandA,946.0,40026.55,3.7075,36461255.98,TRAIN
SALE-001532,2018-08-01,West,Maharashtra,DIST-We-011,Distributor,SKU005,BrandC,801.0,35816.96,8.7224,26186986.83,TRAIN
SALE-001533,2018-08-01,West,Maharashtra,DIST-We-012,Retail,SKU001,,962.0,38394.26,8.7849,33690540.76,TRAIN
SALE-001534,2018-08-01,West,Maharashtra,DIST-We-013,Distributor,SKU002,Others,761.0,33517.71,3.0826,24720688.0,TRAIN
SALE-001535,2018-08-01,West,Maharashtra,DIST-We-014,Online,SKU005,BrandA,799.0,36415.02,8.4372,26640759.69,TRAIN
SALE-001536,2018-08-01,West,Maharashtra,DIST-We-015,Retail,SKU004,BrandB,950.0,36990.71,3.9959,33736975.07,TRAIN
SALE-001537,2018-08-01,West,Maharashtra,DIST-We-016,Retail,SKU001,BrandA,807.0,35542.73,6.8281,26724472.31,TRAIN
SALE-001538,2018-08-01,West,Maharashtra,DIST-We-017,Distributor,SKU003,BrandA,766.0,34136.17,6.2534,24513151.26,TRAIN
SALE-001539,2018-08-01,West,Maharashtra,DIST-We-018,Distributor,SKU004,BrandC,751.0,,9.4173,27430957.01,TRAIN
SALE-001540,2018-08-01,West,Maharashtra,DIST-We-019,Distributor,,BrandB,840.0,38525.32,8.1526,29722989.19,TRAIN
SALE-001541,2018-08-01,West,Maharashtra,DIST-We-020,Distributor,SKU004,,825.0,34426.38,5.7823,26759484.7,TRAIN
SALE-001542,2018-08-01,West,Maharashtra,DIST-We-021,Online,SKU003,BrandC,875.0,33928.87,8.1284,27274630.67,TRAIN
SALE-001543,2018-08-01,West,Maharashtra,DIST-We-022,Retail,SKU004,BrandB,890.0,33160.0,3.9107,,TRAIN
SALE-001544,2018-08-01,West,Maharashtra,DIST-We-023,Online,SKU004,BrandA,903.0,33785.7,7.095,28343907.93,TRAIN
SALE-001545,2018-08-01,West,Maharashtra,DIST-We-024,Distributor,SKU003,BrandA,881.0,37321.76,6.3609,30788976.33,TRAIN
SALE-001546,2018-08-01,West,Maharashtra,DIST-We-025,Retail,SKU002,BrandB,,40259.82,9.3927,34836797.03,TRAIN
SALE-001547,2018-08-01,West,Maharashtra,DIST-We-026,Retail,SKU003,BrandB,864.0,32101.1,7.4238,25676344.89,TRAIN
SALE-001548,2018-08-01,West,Maharashtra,DIST-We-027,Online,SKU001,BrandB,881.0,32590.18,6.484,26850271.07,TRAIN
SALE-001549,2018-08-01,West,Maharashtra,DIST-We-028,Distributor,SKU005,Others,741.0,38366.51,7.1651,26392574.75,TRAIN
SALE-001550,2018-08-01,West,Maharashtra,DIST-We-029,Online,SKU001,Others,882.0,41147.45,8.6073,33168271.44,TRAIN
SALE-001551,2018-08-01,West,Maharashtra,DIST-We-030,Distributor,,Others,716.0,33206.57,7.1715,22070812.53,TRAIN
SALE-001552,2018-08-01,West,Maharashtra,DIST-We-031,Online,SKU002,BrandA,880.0,34999.86,6.4588,28810581.96,TRAIN
SALE-001553,2018-08-01,West,Maharashtra,DIST-We-032,Distributor,SKU005,BrandA,866.0,35978.2,8.9729,28361418.6,TRAIN
SALE-001554,2018-08-01,West,Maharashtra,DIST-We-033,Online,SKU005,BrandA,806.0,37738.66,3.0498,29489690.23,TRAIN
