Order_ID,Date,Region,State,Distributor_ID,Channel_Type,Product_SKU,Tonnage,Star_Rating,AC_Type,Units_Ordered,Units_Fulfilled,Fulfillment_Rate_%,Units_Backordered,Split_Tag
ORD-2019-06-003403,2019-06-01,North,Delhi,DIST-No-002,Retail,SKU005,3.0,4.0,Tower,1467.0,1286.0,0.8766,181.0,TRAIN
ORD-2019-06-003404,2019-06-01,North,Delhi,DIST-No-003,Retail,SKU005,3.0,4.0,Tower,1530.0,1495.0,0.9771,35.0,TRAIN
ORD-2019-06-003405,2019-06-01,North,Delhi,DIST-No-004,Retail,SKU004,0.75,2.0,Portable,1705.0,1483.0,0.8698,222.0,TRAIN
ORD-2019-06-003406,2019-06-01,North,Delhi,DIST-No-005,Distributor,SKU001,1.5,5.0,Split,1740.0,1528.0,0.8782,212.0,TRAIN
ORD-2019-06-003407,2019-06-01,North,Delhi,DIST-No-006,Online,SKU003,2.0,5.0,Cassette,1308.0,1188.0,0.9083,120.0,TRAIN
ORD-2019-06-003408,2019-06-01,North,Delhi,DIST-No-007,Retail,SKU002,1.0,3.0,,,1442.0,0.9232,120.0,TRAIN
ORD-2019-06-003409,2019-06-01,North,Delhi,DIST-No-008,Online,SKU004,0.75,,Portable,1366.0,1308.0,0.9575,58.0,TRAIN
ORD-2019-06-003410,2019-06-01,North,Delhi,DIST-No-009,Retail,SKU004,0.75,2.0,Portable,1478.0,1434.0,0.9702,44.0,TRAIN
ORD-2019-06-003411,2019-06-01,North,Delhi,DIST-No-010,Online,SKU001,1.5,5.0,Split,1205.0,1045.0,0.8672,160.0,TRAIN
ORD-2019-06-003412,2019-06-01,North,Delhi,DIST-No-011,Distributor,SKU002,1.0,3.0,Window,1486.0,1465.0,0.9859,21.0,TRAIN
ORD-2019-06-003413,2019-06-01,North,Delhi,DIST-No-012,Retail,SKU001,1.5,5.0,Split,1623.0,1574.0,0.9698,49.0,TRAIN
ORD-2019-06-003414,2019-06-01,North,Delhi,DIST-No-013,Retail,SKU004,0.75,2.0,Portable,1550.0,1318.0,0.8503,232.0,TRAIN
ORD-2019-06-003415,2019-06-01,North,Delhi,DIST-No-014,Retail,SKU004,0.75,2.0,Portable,1368.0,1218.0,0.8904,150.0,TRAIN
ORD-2019-06-003416,2019-06-01,North,Delhi,DIST-No-015,Distributor,SKU003,2.0,5.0,Cassette,1453.0,1293.0,0.8899,160.0,TRAIN
ORD-2019-06-003417,2019-06-01,North,Delhi,DIST-No-016,Retail,SKU004,0.75,2.0,Portable,1174.0,1084.0,0.9233,90.0,TRAIN
ORD-2019-06-003418,2019-06-01,North,Delhi,DIST-No-017,Retail,SKU002,1.0,3.0,Window,1533.0,1416.0,,117.0,TRAIN
ORD-2019-06-003419,2019-06-01,North,Delhi,DIST-No-018,Online,SKU002,1.0,3.0,Window,1309.0,1152.0,0.8801,157.0,TRAIN
ORD-2019-06-003420,2019-06-01,North,Delhi,DIST-No-019,Online,SKU005,,4.0,Tower,1417.0,1294.0,0.9132,123.0,TRAIN
ORD-2019-06-003421,2019-06-01,North,Delhi,DIST-No-020,Retail,SKU005,3.0,4.0,Tower,1353.0,1184.0,0.8751,169.0,TRAIN
ORD-2019-06-003422,2019-06-01,North,Delhi,DIST-No-021,Online,SKU005,3.0,4.0,Tower,1098.0,997.0,0.908,101.0,TRAIN
ORD-2019-06-003423,2019-06-01,North,Delhi,DIST-No-022,Distributor,SKU005,3.0,4.0,Tower,1186.0,1063.0,0.8963,123.0,TRAIN
ORD-2019-06-003424,2019-06-01,North,Delhi,DIST-No-023,Online,SKU005,3.0,4.0,Tower,1448.0,1318.0,0.9102,130.0,TRAIN
ORD-2019-06-003425,2019-06-01,North,Delhi,DIST-No-024,Distributor,SKU003,2.0,5.0,Cassette,1203.0,1169.0,0.9717,34.0,TRAIN
ORD-2019-06-003426,2019-06-01,North,Delhi,DIST-No-025,Online,SKU002,1.0,3.0,Window,1503.0,1439.0,0.9574,64.0,TRAIN
ORD-2019-06-003427,2019-06-01,North,Delhi,DIST-No-026,Retail,SKU004,0.75,2.0,Portable,1720.0,1575.0,0.9157,145.0,TRAIN
ORD-2019-06-003428,2019-06-01,North,Delhi,DIST-No-027,Distributor,SKU003,2.0,5.0,Cassette,1416.0,1249.0,0.8821,167.0,TRAIN
ORD-2019-06-003429,2019-06-01,North,Delhi,DIST-No-028,Online,SKU002,1.0,3.0,Window,1515.0,1340.0,0.8845,175.0,TRAIN
ORD-2019-06-003430,2019-06-01,North,Delhi,DIST-No-029,Retail,SKU005,3.0,4.0,Tower,1212.0,1174.0,0.9686,38.0,TRAIN
ORD-2019-06-003431,2019-06-01,North,Delhi,DIST-No-030,Distributor,SKU005,3.0,4.0,Tower,1582.0,1535.0,0.9703,47.0,TRAIN
ORD-2019-06-003432,2019-06-01,North,Delhi,DIST-No-031,Retail,SKU004,0.75,2.0,Portable,1333.0,1323.0,0.9925,10.0,TRAIN
ORD-2019-06-003433,2019-06-01,North,Delhi,DIST-No-032,Online,SKU005,3.0,4.0,Tower,1632.0,1451.0,0.8891,181.0,TRAIN
ORD-2019-06-003434,2019-06-01,North,Delhi,DIST-No-033,Retail,SKU004,0.75,2.0,Portable,1391.0,1255.0,0.9022,136.0,TRAIN
ORD-2019-06-003435,2019-06-01,North,Delhi,DIST-No-034,Online,SKU003,2.0,5.0,Cassette,1314.0,1307.0,0.9947,7.0,TRAIN
ORD-2019-06-003436,2019-06-01,North,Delhi,DIST-No-035,Distributor,SKU005,3.0,4.0,Tower,1555.0,1368.0,0.8797,187.0,TRAIN
ORD-2019-06-003437,2019-06-01,North,Delhi,DIST-No-036,Distributor,,2.0,5.0,Cassette,1530.0,1419.0,0.9275,111.0,TRAIN
ORD-2019-06-003438,2019-06-01,North,Delhi,DIST-No-037,Retail,SKU002,1.0,3.0,Window,1198.0,1076.0,0.8982,122.0,TRAIN
ORD-2019-06-003439,2019-06-01,North,Delhi,DIST-No-038,Retail,SKU001,1.5,5.0,Split,1633.0,1420.0,0.8696,213.0,TRAIN
ORD-2019-06-003440,2019-06-01,North,Delhi,DIST-No-039,Retail,SKU004,0.75,2.0,Portable,1505.0,1416.0,0.9409,89.0,TRAIN
ORD-2019-06-003441,2019-06-01,South,Tamil Nadu,DIST-So-000,Distributor,,3.0,4.0,Tower,944.0,795.0,0.8422,149.0,TRAIN
ORD-2019-06-003442,2019-06-01,South,Tamil Nadu,DIST-So-001,Distributor,SKU004,0.75,2.0,Portable,708.0,689.0,0.9732,19.0,TRAIN
ORD-2019-06-003443,2019-06-01,South,Tamil Nadu,DIST-So-002,Retail,SKU002,1.0,3.0,Window,796.0,666.0,0.8367,130.0,TRAIN
ORD-2019-06-003444,2019-06-01,South,Tamil Nadu,DIST-So-003,Retail,SKU004,0.75,2.0,Portable,878.0,771.0,0.8781,107.0,TRAIN
ORD-2019-06-003445,2019-06-01,South,Tamil Nadu,DIST-So-004,Distributor,SKU002,1.0,3.0,Window,877.0,758.0,0.8643,119.0,TRAIN
ORD-2019-06-003446,2019-06-01,South,Tamil Nadu,DIST-So-005,Online,SKU005,3.0,4.0,Tower,964.0,846.0,0.8776,118.0,TRAIN
ORD-2019-06-003447,2019-06-01,South,Tamil Nadu,DIST-So-006,Retail,SKU004,,2.0,Portable,839.0,793.0,0.9452,46.0,TRAIN
ORD-2019-06-003448,2019-06-01,South,Tamil Nadu,DIST-So-007,Distributor,SKU003,2.0,5.0,Cassette,710.0,653.0,0.9197,57.0,TRAIN
ORD-2019-06-003449,2019-06-01,South,Tamil Nadu,DIST-So-008,Distributor,SKU001,1.5,5.0,Split,855.0,810.0,0.9474,45.0,TRAIN
ORD-2019-06-003450,2019-06-01,South,Tamil Nadu,DIST-So-009,Distributor,SKU001,1.5,5.0,Split,675.0,575.0,0.8519,100.0,TRAIN
ORD-2019-06-003451,2019-06-01,South,Tamil Nadu,DIST-So-010,Retail,SKU004,0.75,2.0,,900.0,752.0,0.8356,148.0,TRAIN
ORD-2019-06-003452,2019-06-01,South,Tamil Nadu,DIST-So-011,Online,SKU002,1.0,3.0,Window,751.0,669.0,0.8908,82.0,TRAIN
ORD-2019-06-003453,2019-06-01,South,Tamil Nadu,DIST-So-012,Distributor,SKU001,1.5,5.0,Split,799.0,796.0,0.9962,3.0,TRAIN
ORD-2019-06-003454,2019-06-01,South,Tamil Nadu,DIST-So-013,Distributor,SKU001,1.5,5.0,Split,981.0,925.0,0.9429,56.0,TRAIN
ORD-2019-06-003455,2019-06-01,South,Tamil Nadu,DIST-So-014,Retail,SKU001,1.5,5.0,Split,915.0,759.0,0.8295,156.0,TRAIN
ORD-2019-06-003456,2019-06-01,South,Tamil Nadu,DIST-So-015,Online,SKU003,2.0,5.0,Cassette,774.0,683.0,0.8824,91.0,TRAIN
ORD-2019-06-003457,2019-06-01,South,Tamil Nadu,DIST-So-016,Online,SKU004,0.75,2.0,,738.0,694.0,0.9404,44.0,TRAIN
ORD-2019-06-003458,2019-06-01,South,Tamil Nadu,DIST-So-017,Distributor,SKU002,1.0,3.0,Window,961.0,,0.8626,132.0,TRAIN
ORD-2019-06-003459,2019-06-01,South,Tamil Nadu,DIST-So-018,Retail,SKU001,1.5,5.0,Split,985.0,832.0,0.8447,153.0,TRAIN
ORD-2019-06-003460,2019-06-01,South,Tamil Nadu,DIST-So-019,Online,SKU005,3.0,4.0,Tower,950.0,825.0,0.8684,125.0,TRAIN
ORD-2019-06-003461,2019-06-01,South,Tamil Nadu,DIST-So-020,Online,SKU001,1.5,5.0,Split,748.0,733.0,0.9799,15.0,TRAIN
ORD-2019-06-003462,2019-06-01,South,Tamil Nadu,DIST-So-021,Online,SKU005,3.0,4.0,Tower,781.0,757.0,0.9693,24.0,TRAIN
ORD-2019-06-003463,2019-06-01,South,Tamil Nadu,DIST-So-022,Retail,SKU002,1.0,3.0,Window,889.0,834.0,0.9381,55.0,TRAIN
ORD-2019-06-003464,2019-06-01,South,Tamil Nadu,DIST-So-023,Retail,SKU001,1.5,5.0,Split,823.0,764.0,0.9283,59.0,TRAIN
ORD-2019-06-003465,2019-06-01,South,Tamil Nadu,DIST-So-024,Distributor,SKU003,2.0,5.0,Cassette,,763.0,0.9909,7.0,TRAIN
ORD-2019-06-003466,2019-06-01,South,Tamil Nadu,DIST-So-025,Online,SKU005,3.0,4.0,Tower,959.0,861.0,0.8978,98.0,TRAIN
ORD-2019-06-003467,2019-06-01,South,Tamil Nadu,DIST-So-026,Online,,1.0,3.0,Window,897.0,778.0,0.8673,119.0,TRAIN
ORD-2019-06-003468,2019-06-01,South,Tamil Nadu,DIST-So-027,Distributor,SKU005,3.0,4.0,Tower,823.0,,0.8384,133.0,TRAIN
ORD-2019-06-003469,2019-06-01,South,Tamil Nadu,DIST-So-028,Distributor,SKU002,1.0,3.0,Window,842.0,721.0,0.8563,121.0,TRAIN
ORD-2019-06-003470,2019-06-01,South,Tamil Nadu,DIST-So-029,Online,,0.75,2.0,Portable,910.0,884.0,0.9714,26.0,TRAIN
ORD-2019-06-003471,2019-06-01,South,Tamil Nadu,DIST-So-030,Online,SKU004,0.75,2.0,Portable,904.0,898.0,0.9934,6.0,TRAIN
ORD-2019-06-003472,2019-06-01,South,Tamil Nadu,DIST-So-031,Retail,SKU004,0.75,,Portable,806.0,701.0,0.8697,105.0,TRAIN
ORD-2019-06-003473,2019-06-01,South,Tamil Nadu,DIST-So-032,Online,SKU001,1.5,5.0,Split,882.0,788.0,0.8934,94.0,TRAIN
ORD-2019-06-003474,2019-06-01,South,Tamil Nadu,DIST-So-033,Retail,SKU004,0.75,2.0,Portable,,815.0,0.8936,97.0,TRAIN
ORD-2019-06-003475,2019-06-01,South,Tamil Nadu,DIST-So-034,Online,SKU003,2.0,5.0,Cassette,782.0,774.0,0.9898,8.0,TRAIN
ORD-2019-06-003476,2019-06-01,South,Tamil Nadu,DIST-So-035,Retail,SKU001,1.5,5.0,Split,957.0,875.0,0.9143,82.0,TRAIN
ORD-2019-06-003477,2019-06-01,South,Tamil Nadu,DIST-So-036,Distributor,SKU004,0.75,2.0,Portable,944.0,865.0,,79.0,TRAIN
ORD-2019-06-003478,2019-06-01,South,Tamil Nadu,DIST-So-037,Distributor,SKU005,3.0,4.0,Tower,668.0,636.0,0.9521,32.0,TRAIN
ORD-2019-06-003479,2019-06-01,South,Tamil Nadu,DIST-So-038,Online,SKU002,1.0,3.0,,871.0,729.0,0.837,142.0,TRAIN
ORD-2019-06-003480,2019-06-01,South,Tamil Nadu,DIST-So-039,Retail,SKU001,1.5,,Split,736.0,661.0,0.8981,75.0,TRAIN
ORD-2019-06-003481,2019-06-01,East,West Bengal,DIST-Ea-000,Online,SKU001,1.5,5.0,,852.0,730.0,0.8568,122.0,TRAIN
ORD-2019-06-003482,2019-06-01,East,West Bengal,DIST-Ea-001,Online,SKU005,3.0,4.0,Tower,,822.0,0.9976,,TRAIN
ORD-2019-06-003483,2019-06-01,East,West Bengal,DIST-Ea-002,Online,SKU001,1.5,5.0,Split,714.0,648.0,0.9076,66.0,TRAIN
ORD-2019-06-003484,2019-06-01,East,West Bengal,DIST-Ea-003,Distributor,SKU003,2.0,5.0,Cassette,932.0,767.0,0.823,165.0,TRAIN
ORD-2019-06-003485,2019-06-01,East,West Bengal,DIST-Ea-004,Distributor,SKU003,2.0,5.0,Cassette,935.0,831.0,0.8888,104.0,TRAIN
ORD-2019-06-003486,2019-06-01,East,West Bengal,DIST-Ea-005,Retail,SKU005,3.0,4.0,Tower,877.0,773.0,0.8814,104.0,TRAIN
ORD-2019-06-003487,2019-06-01,East,West Bengal,DIST-Ea-006,Distributor,SKU004,0.75,2.0,Portable,821.0,792.0,0.9647,29.0,TRAIN
ORD-2019-06-003488,2019-06-01,East,West Bengal,DIST-Ea-007,Online,SKU001,1.5,5.0,Split,930.0,835.0,0.8978,95.0,TRAIN
ORD-2019-06-003489,2019-06-01,East,West Bengal,DIST-Ea-008,Distributor,SKU001,1.5,5.0,Split,834.0,756.0,0.9065,78.0,TRAIN
ORD-2019-06-003490,2019-06-01,East,West Bengal,DIST-Ea-009,Retail,SKU001,1.5,5.0,Split,782.0,672.0,0.8593,110.0,TRAIN
ORD-2019-06-003491,2019-06-01,East,West Bengal,DIST-Ea-010,Retail,SKU002,1.0,3.0,Window,939.0,865.0,0.9212,74.0,TRAIN
ORD-2019-06-003492,2019-06-01,East,West Bengal,DIST-Ea-011,Retail,SKU004,0.75,2.0,Portable,826.0,679.0,0.822,147.0,TRAIN
ORD-2019-06-003493,2019-06-01,East,West Bengal,DIST-Ea-012,Distributor,SKU004,0.75,2.0,Portable,757.0,749.0,0.9894,8.0,TRAIN
ORD-2019-06-003494,2019-06-01,East,West Bengal,DIST-Ea-013,Retail,SKU001,1.5,5.0,Split,860.0,775.0,0.9012,85.0,TRAIN
ORD-2019-06-003495,2019-06-01,East,West Bengal,DIST-Ea-014,Retail,SKU004,0.75,2.0,Portable,828.0,700.0,0.8454,128.0,TRAIN
ORD-2019-06-003496,2019-06-01,East,West Bengal,DIST-Ea-015,Online,SKU002,1.0,,Window,872.0,768.0,0.8807,104.0,TRAIN
ORD-2019-06-003497,2019-06-01,East,West Bengal,DIST-Ea-016,Online,SKU001,1.5,5.0,Split,763.0,670.0,0.8781,93.0,TRAIN
ORD-2019-06-003498,2019-06-01,East,West Bengal,DIST-Ea-017,Retail,SKU003,2.0,,Cassette,936.0,898.0,0.9594,38.0,TRAIN
ORD-2019-06-003499,2019-06-01,East,West Bengal,DIST-Ea-018,Online,,2.0,5.0,,763.0,682.0,0.8938,81.0,TRAIN
ORD-2019-06-003500,2019-06-01,East,West Bengal,DIST-Ea-019,Distributor,SKU001,1.5,5.0,Split,1030.0,958.0,0.9301,72.0,TRAIN
ORD-2019-06-003501,2019-06-01,East,West Bengal,DIST-Ea-020,Retail,SKU005,3.0,4.0,Tower,835.0,823.0,0.9856,12.0,TRAIN
ORD-2019-06-003502,2019-06-01,East,West Bengal,DIST-Ea-021,Retail,SKU004,0.75,2.0,Portable,911.0,865.0,0.9495,46.0,TRAIN
ORD-2019-06-003503,2019-06-01,East,West Bengal,DIST-Ea-022,Distributor,SKU003,2.0,5.0,Cassette,834.0,777.0,0.9317,57.0,TRAIN
ORD-2019-06-003504,2019-06-01,East,West Bengal,DIST-Ea-023,Retail,SKU002,1.0,3.0,Window,938.0,819.0,0.8731,119.0,TRAIN
ORD-2019-06-003505,2019-06-01,East,West Bengal,DIST-Ea-024,Distributor,SKU002,1.0,3.0,Window,902.0,772.0,0.8559,130.0,TRAIN
ORD-2019-06-003506,2019-06-01,East,West Bengal,DIST-Ea-025,Distributor,SKU004,0.75,2.0,Portable,822.0,801.0,0.9745,21.0,TRAIN
ORD-2019-06-003507,2019-06-01,East,West Bengal,DIST-Ea-026,Retail,SKU005,3.0,4.0,Tower,800.0,756.0,0.945,44.0,TRAIN
ORD-2019-06-003508,2019-06-01,East,West Bengal,DIST-Ea-027,Online,SKU003,2.0,5.0,Cassette,961.0,828.0,0.8616,133.0,TRAIN
ORD-2019-06-003509,2019-06-01,East,West Bengal,DIST-Ea-028,,SKU005,3.0,4.0,Tower,923.0,,0.9415,54.0,TRAIN
ORD-2019-06-003510,2019-06-01,East,West Bengal,DIST-Ea-029,Retail,SKU002,1.0,3.0,Window,,751.0,0.9016,82.0,TRAIN
ORD-2019-06-003511,2019-06-01,East,West Bengal,DIST-Ea-030,Online,SKU004,0.75,2.0,Portable,990.0,823.0,0.8313,167.0,TRAIN
ORD-2019-06-003512,2019-06-01,East,West Bengal,DIST-Ea-031,Distributor,SKU004,0.75,2.0,Portable,954.0,789.0,0.827,,TRAIN
ORD-2019-06-003513,2019-06-01,East,West Bengal,DIST-Ea-032,Retail,SKU001,1.5,5.0,Split,875.0,868.0,0.992,7.0,TRAIN
ORD-2019-06-003514,2019-06-01,East,West Bengal,DIST-Ea-033,Online,SKU001,1.5,5.0,Split,922.0,764.0,0.8286,158.0,TRAIN
ORD-2019-06-003515,2019-06-01,East,West Bengal,DIST-Ea-034,Online,SKU001,1.5,5.0,Split,910.0,776.0,0.8527,134.0,TRAIN
ORD-2019-06-003516,2019-06-01,East,West Bengal,DIST-Ea-035,Online,SKU005,3.0,4.0,Tower,922.0,838.0,,84.0,TRAIN
ORD-2019-06-003517,2019-06-01,East,West Bengal,DIST-Ea-036,Retail,SKU002,1.0,3.0,Window,710.0,654.0,0.9211,56.0,TRAIN
ORD-2019-06-003518,2019-06-01,East,West Bengal,DIST-Ea-037,Online,SKU001,1.5,5.0,Split,742.0,621.0,0.8369,121.0,TRAIN
ORD-2019-06-003519,2019-06-01,East,West Bengal,DIST-Ea-038,Distributor,SKU004,0.75,2.0,Portable,907.0,892.0,0.9835,15.0,TRAIN
ORD-2019-06-003520,2019-06-01,East,West Bengal,DIST-Ea-039,Distributor,SKU003,2.0,5.0,Cassette,829.0,744.0,0.8975,85.0,TRAIN
ORD-2019-06-003521,2019-06-01,West,Maharashtra,DIST-We-000,Distributor,SKU002,1.0,3.0,,1525.0,1437.0,0.9423,88.0,TRAIN
ORD-2019-06-003522,2019-06-01,West,Maharashtra,DIST-We-001,Online,SKU005,3.0,4.0,Tower,1491.0,1231.0,0.8256,260.0,TRAIN
ORD-2019-06-003523,2019-06-01,West,Maharashtra,DIST-We-002,Retail,SKU002,1.0,3.0,Window,1135.0,1028.0,0.9057,107.0,TRAIN
ORD-2019-06-003524,2019-06-01,West,Maharashtra,DIST-We-003,Retail,SKU003,2.0,5.0,Cassette,1176.0,1059.0,0.9005,117.0,TRAIN
ORD-2019-06-003525,2019-06-01,West,Maharashtra,DIST-We-004,Distributor,,1.0,,Window,1125.0,986.0,0.8764,139.0,TRAIN
ORD-2019-06-003526,2019-06-01,West,Maharashtra,DIST-We-005,Retail,SKU004,0.75,2.0,Portable,1180.0,1031.0,0.8737,149.0,TRAIN
ORD-2019-06-003527,2019-06-01,West,Maharashtra,DIST-We-006,Distributor,SKU005,3.0,4.0,Tower,1148.0,1072.0,0.9338,76.0,TRAIN
ORD-2019-06-003528,2019-06-01,West,Maharashtra,DIST-We-007,Distributor,SKU002,1.0,3.0,Window,1145.0,1027.0,0.8969,118.0,TRAIN
ORD-2019-06-003529,2019-06-01,West,Maharashtra,DIST-We-008,Online,SKU001,1.5,5.0,Split,1129.0,1017.0,0.9008,112.0,TRAIN
ORD-2019-06-003530,2019-06-01,West,Maharashtra,DIST-We-009,Online,SKU002,1.0,3.0,Window,1266.0,1177.0,0.9297,89.0,TRAIN
ORD-2019-06-003531,2019-06-01,West,Maharashtra,DIST-We-010,Online,SKU001,1.5,5.0,Split,1261.0,1035.0,0.8208,226.0,TRAIN
ORD-2019-06-003532,2019-06-01,West,Maharashtra,DIST-We-011,Retail,SKU004,0.75,2.0,Portable,1338.0,1198.0,0.8954,140.0,TRAIN
ORD-2019-06-003533,2019-06-01,West,Maharashtra,DIST-We-012,Online,SKU004,0.75,2.0,,1249.0,1137.0,0.9103,112.0,TRAIN
ORD-2019-06-003534,2019-06-01,West,Maharashtra,DIST-We-013,Online,SKU001,1.5,5.0,Split,1246.0,1050.0,0.8427,196.0,TRAIN
ORD-2019-06-003535,2019-06-01,West,Maharashtra,DIST-We-014,Retail,SKU001,1.5,5.0,Split,1228.0,1062.0,0.8648,166.0,TRAIN
ORD-2019-06-003536,2019-06-01,West,Maharashtra,DIST-We-015,Distributor,SKU005,3.0,4.0,Tower,1161.0,1003.0,0.8639,158.0,TRAIN
ORD-2019-06-003537,2019-06-01,West,Maharashtra,DIST-We-016,Online,SKU001,1.5,5.0,Split,1333.0,1317.0,0.988,16.0,TRAIN
ORD-2019-06-003538,2019-06-01,West,Maharashtra,DIST-We-017,Online,SKU002,1.0,3.0,Window,1082.0,893.0,0.8253,189.0,TRAIN
ORD-2019-06-003539,2019-06-01,West,Maharashtra,DIST-We-018,Distributor,SKU005,3.0,4.0,Tower,1031.0,877.0,0.8506,154.0,TRAIN
ORD-2019-06-003540,2019-06-01,West,Maharashtra,DIST-We-019,Online,SKU004,0.75,2.0,Portable,1181.0,969.0,0.8205,212.0,TRAIN
ORD-2019-06-003541,2019-06-01,West,Maharashtra,DIST-We-020,Distributor,SKU005,3.0,4.0,Tower,1316.0,1118.0,0.8495,198.0,TRAIN
ORD-2019-06-003542,2019-06-01,West,Maharashtra,DIST-We-021,Online,SKU004,0.75,2.0,Portable,1260.0,1090.0,0.8651,170.0,TRAIN
ORD-2019-06-003543,2019-06-01,West,Maharashtra,DIST-We-022,Distributor,SKU005,3.0,4.0,Tower,1150.0,1006.0,0.8748,144.0,TRAIN
ORD-2019-06-003544,2019-06-01,West,Maharashtra,DIST-We-023,Distributor,SKU004,0.75,2.0,Portable,1291.0,1203.0,0.9318,88.0,TRAIN
ORD-2019-06-003545,2019-06-01,West,Maharashtra,DIST-We-024,Online,SKU001,1.5,5.0,Split,1253.0,1097.0,0.8755,156.0,TRAIN
ORD-2019-06-003546,2019-06-01,West,Maharashtra,DIST-We-025,Online,SKU004,0.75,2.0,Portable,1047.0,861.0,0.8223,186.0,TRAIN
ORD-2019-06-003547,2019-06-01,West,Maharashtra,DIST-We-026,Online,SKU004,0.75,2.0,Portable,1319.0,1205.0,0.9136,114.0,TRAIN
ORD-2019-06-003548,2019-06-01,West,Maharashtra,DIST-We-027,Retail,SKU001,1.5,5.0,Split,1040.0,888.0,0.8538,152.0,TRAIN
ORD-2019-06-003549,2019-06-01,West,Maharashtra,DIST-We-028,Distributor,SKU004,0.75,2.0,Portable,1117.0,991.0,0.8872,126.0,TRAIN
ORD-2019-06-003550,2019-06-01,West,Maharashtra,DIST-We-029,Retail,SKU002,1.0,3.0,Window,1340.0,1118.0,0.8343,222.0,TRAIN
ORD-2019-06-003551,2019-06-01,West,Maharashtra,DIST-We-030,Retail,SKU004,0.75,2.0,Portable,1189.0,1125.0,0.9462,64.0,TRAIN
ORD-2019-06-003552,2019-06-01,West,Maharashtra,DIST-We-031,Retail,SKU003,2.0,5.0,Cassette,1285.0,1102.0,0.8576,183.0,TRAIN
ORD-2019-06-003553,2019-06-01,West,Maharashtra,DIST-We-032,Distributor,SKU001,1.5,5.0,Split,1290.0,1285.0,0.9961,5.0,TRAIN
ORD-2019-06-003554,2019-06-01,West,Maharashtra,DIST-We-033,Retail,SKU001,1.5,5.0,Split,1139.0,1108.0,0.9728,31.0,TRAIN
ORD-2019-06-003555,2019-06-01,West,Maharashtra,DIST-We-034,Online,SKU005,3.0,4.0,Tower,1329.0,1143.0,0.86,186.0,TRAIN
ORD-2019-06-003556,2019-06-01,West,Maharashtra,DIST-We-035,,SKU003,2.0,5.0,Cassette,1197.0,1143.0,0.9549,54.0,TRAIN
ORD-2019-06-003557,2019-06-01,West,Maharashtra,DIST-We-036,Retail,SKU004,0.75,2.0,Portable,1098.0,1025.0,0.9335,73.0,TRAIN
ORD-2019-06-003558,2019-06-01,West,Maharashtra,DIST-We-037,Retail,SKU002,1.0,3.0,Window,1160.0,1026.0,0.8845,134.0,TRAIN
ORD-2019-06-003559,2019-06-01,West,Maharashtra,DIST-We-038,Retail,SKU005,3.0,4.0,Tower,1262.0,1174.0,0.9303,88.0,TRAIN
ORD-2019-06-003560,2019-06-01,West,Maharashtra,DIST-We-039,Online,SKU003,2.0,5.0,Cassette,,974.0,0.9625,38.0,TRAIN
ORD-2019-06-003561,2019-06-01,Central,Madhya Pradesh,DIST-Ce-000,Retail,SKU001,1.5,5.0,Split,1305.0,1103.0,0.8452,202.0,TRAIN
ORD-2019-06-003562,2019-06-01,Central,Madhya Pradesh,DIST-Ce-001,Retail,SKU002,1.0,3.0,Window,1154.0,,0.8795,139.0,TRAIN
ORD-2019-06-003563,2019-06-01,Central,Madhya Pradesh,DIST-Ce-002,Retail,SKU003,2.0,5.0,Cassette,1366.0,1142.0,0.836,224.0,TRAIN
ORD-2019-06-003564,2019-06-01,Central,Madhya Pradesh,DIST-Ce-003,Online,SKU003,2.0,5.0,Cassette,1177.0,974.0,0.8275,203.0,TRAIN
ORD-2019-06-003565,2019-06-01,Central,Madhya Pradesh,DIST-Ce-004,Online,SKU004,0.75,2.0,Portable,1146.0,1061.0,0.9258,85.0,TRAIN
ORD-2019-06-003566,2019-06-01,Central,Madhya Pradesh,DIST-Ce-005,Retail,SKU002,1.0,3.0,Window,1178.0,1079.0,0.916,99.0,TRAIN
ORD-2019-06-003567,2019-06-01,Central,Madhya Pradesh,DIST-Ce-006,Retail,SKU005,3.0,4.0,Tower,1167.0,976.0,0.8363,191.0,TRAIN
ORD-2019-06-003568,2019-06-01,Central,Madhya Pradesh,DIST-Ce-007,Online,,3.0,4.0,Tower,1093.0,1077.0,0.9854,16.0,TRAIN
ORD-2019-06-003569,2019-06-01,Central,Madhya Pradesh,DIST-Ce-008,Retail,SKU002,1.0,3.0,Window,1193.0,1017.0,0.8525,176.0,TRAIN
ORD-2019-06-003570,2019-06-01,Central,Madhya Pradesh,DIST-Ce-009,Retail,SKU002,1.0,,Window,1283.0,1248.0,0.9727,35.0,TRAIN
ORD-2019-06-003571,2019-06-01,Central,Madhya Pradesh,DIST-Ce-010,Online,SKU002,1.0,3.0,Window,1340.0,1128.0,0.8418,212.0,TRAIN
ORD-2019-06-003572,2019-06-01,Central,Madhya Pradesh,DIST-Ce-011,Distributor,SKU004,,2.0,Portable,1040.0,878.0,0.8442,162.0,TRAIN
ORD-2019-06-003573,2019-06-01,Central,Madhya Pradesh,DIST-Ce-012,Online,SKU005,3.0,4.0,Tower,1333.0,1107.0,0.8305,226.0,TRAIN
ORD-2019-06-003574,2019-06-01,Central,Madhya Pradesh,DIST-Ce-013,Retail,SKU003,2.0,5.0,Cassette,1138.0,1023.0,0.8989,115.0,TRAIN
