Shipment_ID,Date,Region,State,Origin_Warehouse,Transport_Mode,Units_Shipped,Distance_KM,Cost_Per_Unit_INR,CO2_Emissions_Kg,Split_Tag
SHP-004173,2019-09-01,Central,Madhya Pradesh,WH045,Rail,1805.0,1948.0,535.62,21800.068,TRAIN
SHP-004174,2019-09-01,Central,Madhya Pradesh,WH043,Rail,1606.0,2394.0,522.27,23837.5368,TRAIN
SHP-004175,2019-09-01,Central,Madhya Pradesh,WH009,Air,681.0,1289.0,593.24,5442.4158,TRAIN
SHP-004176,2019-09-01,Central,Madhya Pradesh,WH027,Road,812.0,749.0,576.9,3770.7656,TRAIN
SHP-004177,2019-09-01,Central,Madhya Pradesh,WH029,Rail,493.0,470.0,536.83,1436.602,TRAIN
SHP-004178,2019-09-01,Central,Madhya Pradesh,WH003,Air,772.0,1987.0,575.05,9510.5768,TRAIN
SHP-004179,2019-09-01,Central,Madhya Pradesh,WH044,Road,,737.0,603.0,6515.9644,TRAIN
SHP-004180,2019-09-01,Central,Madhya Pradesh,WH037,Road,101.0,2311.0,550.36,1447.1482,TRAIN
SHP-004181,2019-09-01,Central,Madhya Pradesh,WH046,,1359.0,784.0,629.0,6605.8272,TRAIN
SHP-004182,2019-09-01,Central,Madhya Pradesh,WH028,Air,1056.0,773.0,694.41,5060.9856,TRAIN
SHP-004183,2019-09-01,Central,Madhya Pradesh,WH034,Air,251.0,1847.0,409.73,2874.3014,TRAIN
SHP-004184,2019-09-01,Central,Madhya Pradesh,WH020,Road,1894.0,1342.0,473.06,15758.8376,TRAIN
SHP-004185,2019-09-01,Central,Madhya Pradesh,WH043,Road,1194.0,2146.0,603.32,15886.4088,TRAIN
SHP-004186,2019-09-01,Central,Madhya Pradesh,WH030,Rail,1834.0,1906.0,704.32,21672.7448,TRAIN
SHP-004187,2019-09-01,Central,Madhya Pradesh,WH014,Air,1534.0,1485.0,601.81,14123.538,TRAIN
SHP-004188,2019-09-01,Central,Madhya Pradesh,WH029,Road,1997.0,2277.0,447.13,28192.4478,TRAIN
SHP-004189,2019-09-01,Central,Madhya Pradesh,WH049,Road,671.0,175.0,696.79,728.035,TRAIN
SHP-004190,2019-09-01,Central,Madhya Pradesh,WH044,Air,1788.0,1078.0,448.51,11950.2768,TRAIN
SHP-004191,2019-09-01,Central,Madhya Pradesh,WH006,Air,1777.0,1975.0,538.41,21759.365,TRAIN
SHP-004192,2019-09-01,Central,Madhya Pradesh,WH006,Air,1247.0,1374.0,597.93,10622.9436,TRAIN
SHP-004193,2019-09-01,Central,Madhya Pradesh,WH005,Rail,734.0,880.0,573.23,4004.704,TRAIN
SHP-004194,2019-09-01,Central,Madhya Pradesh,WH020,Road,1296.0,2132.0,563.05,17131.0464,TRAIN
SHP-004195,2019-09-01,Central,Madhya Pradesh,WH014,Road,1567.0,2173.0,472.15,21111.5642,TRAIN
SHP-004196,2019-09-01,Central,Madhya Pradesh,WH050,Rail,366.0,2351.0,590.81,,TRAIN
SHP-004197,2019-09-01,Central,Madhya Pradesh,WH003,Air,1501.0,1776.0,430.35,16527.8112,TRAIN
SHP-004198,2019-09-01,Central,Madhya Pradesh,WH021,Rail,1156.0,1009.0,524.44,7231.7048,TRAIN
SHP-004199,2019-09-01,Central,Madhya Pradesh,WH033,Air,336.0,1639.0,602.48,3414.3648,TRAIN
SHP-004200,2019-09-01,Central,Madhya Pradesh,WH033,Road,1187.0,1103.0,,8117.4182,TRAIN
SHP-004201,2019-10-01,North,Delhi,WH004,Road,458.0,861.0,610.89,2444.8956,TRAIN
SHP-004202,2019-10-01,North,Delhi,WH002,Air,1169.0,1962.0,687.11,14220.1836,TRAIN
SHP-004203,2019-10-01,North,Delhi,WH029,Road,1211.0,363.0,474.31,2725.4766,TRAIN
SHP-004204,2019-10-01,North,Delhi,WH019,Road,1511.0,198.0,434.97,1854.9036,TRAIN
SHP-004205,2019-10-01,North,Delhi,WH031,Road,72.0,429.0,544.54,191.5056,TRAIN
SHP-004206,2019-10-01,North,Delhi,WH047,Rail,497.0,1054.0,591.94,3247.7956,TRAIN
SHP-004207,2019-10-01,North,Delhi,WH020,Rail,1824.0,1265.0,633.97,14305.632,TRAIN
SHP-004208,2019-10-01,North,Delhi,WH035,Rail,196.0,1176.0,684.99,1429.0752,TRAIN
SHP-004209,2019-10-01,North,Delhi,WH008,Road,646.0,2424.0,400.31,,TRAIN
SHP-004210,2019-10-01,North,Delhi,WH024,Air,241.0,1620.0,481.31,2420.604,TRAIN
SHP-004211,2019-10-01,North,Delhi,WH017,Air,473.0,435.0,390.43,1275.681,TRAIN
SHP-004212,2019-10-01,North,Delhi,WH024,Road,213.0,1558.0,595.46,2057.4948,TRAIN
SHP-004213,2019-10-01,North,Delhi,WH026,Rail,909.0,1417.0,610.1,7985.9286,TRAIN
SHP-004214,2019-10-01,North,Delhi,WH042,Road,1660.0,275.0,510.01,2830.3,TRAIN
SHP-004215,2019-10-01,North,Delhi,WH047,Air,1314.0,1572.0,397.09,12806.7696,TRAIN
SHP-004216,2019-10-01,North,Delhi,WH020,Air,1573.0,876.0,694.67,8543.2776,TRAIN
SHP-004217,2019-10-01,North,Delhi,WH037,Air,1333.0,245.0,455.85,2024.827,TRAIN
SHP-004218,2019-10-01,North,Delhi,WH028,Air,1637.0,360.0,687.7,3653.784,TRAIN
SHP-004219,2019-10-01,North,Delhi,WH024,Road,939.0,2093.0,462.97,12185.0274,TRAIN
SHP-004220,2019-10-01,North,Delhi,WH006,Rail,978.0,1182.0,610.17,,TRAIN
SHP-004221,2019-10-01,North,Delhi,WH014,Road,177.0,628.0,706.43,689.1672,TRAIN
SHP-004222,2019-10-01,North,Delhi,WH009,Rail,601.0,,714.47,4940.9412,TRAIN
SHP-004223,2019-10-01,North,Delhi,WH009,Road,1769.0,399.0,405.44,4376.1522,TRAIN
SHP-004224,2019-10-01,North,Delhi,WH007,Rail,1178.0,825.0,444.76,6025.47,TRAIN
SHP-004225,2019-10-01,North,Delhi,WH036,Road,376.0,2048.0,448.61,4774.2976,TRAIN
SHP-004226,2019-10-01,North,Delhi,WH047,Rail,837.0,798.0,401.11,4141.1412,TRAIN
SHP-004227,2019-10-01,North,Delhi,WH023,Road,1725.0,1724.0,497.91,18438.18,TRAIN
SHP-004228,2019-10-01,North,Delhi,WH013,Road,241.0,515.0,395.33,769.513,TRAIN
SHP-004229,2019-10-01,North,Delhi,WH028,Rail,907.0,1701.0,571.54,9565.4034,TRAIN
SHP-004230,2019-10-01,North,Delhi,WH033,Road,1311.0,864.0,471.49,7022.7648,TRAIN
SHP-004231,2019-10-01,North,Delhi,WH026,Road,352.0,1076.0,669.65,2348.2624,TRAIN
SHP-004232,2019-10-01,North,Delhi,WH023,Road,422.0,1510.0,526.97,,TRAIN
SHP-004233,2019-10-01,North,Delhi,WH017,Rail,1778.0,1906.0,503.15,21010.9816,TRAIN
SHP-004234,2019-10-01,North,Delhi,WH028,Road,254.0,1599.0,624.48,2518.1052,TRAIN
SHP-004235,2019-10-01,North,Delhi,WH027,Rail,928.0,2097.0,500.58,12065.2992,TRAIN
SHP-004236,2019-10-01,North,Delhi,WH004,Rail,616.0,1706.0,631.66,6515.5552,TRAIN
SHP-004237,2019-10-01,North,Delhi,WH039,Air,1688.0,296.0,,3097.8176,TRAIN
SHP-004238,2019-10-01,North,Delhi,WH050,Rail,522.0,606.0,617.23,1961.2584,TRAIN
SHP-004239,2019-10-01,North,Delhi,WH004,Air,1579.0,1102.0,392.38,10788.3596,TRAIN
SHP-004240,2019-10-01,North,Delhi,WH024,Road,143.0,1592.0,668.57,1411.4672,TRAIN
SHP-004241,2019-10-01,South,Tamil Nadu,WH019,Air,1587.0,2130.0,509.94,20957.922,TRAIN
SHP-004242,2019-10-01,South,Tamil Nadu,WH018,Rail,1917.0,1661.0,520.1,19741.6494,TRAIN
SHP-004243,2019-10-01,South,Tamil Nadu,WH049,Road,1953.0,2323.0,616.82,28128.2778,TRAIN
SHP-004244,2019-10-01,South,Tamil Nadu,WH028,Air,1045.0,1215.0,558.49,7871.985,TRAIN
SHP-004245,2019-10-01,South,Tamil Nadu,WH018,,1128.0,114.0,,,TRAIN
SHP-004246,2019-10-01,South,Tamil Nadu,WH033,Air,1285.0,1447.0,431.46,11528.249,TRAIN
SHP-004247,2019-10-01,South,Tamil Nadu,WH024,Rail,1894.0,963.0,403.03,11308.3164,TRAIN
SHP-004248,2019-10-01,South,Tamil Nadu,WH006,Air,740.0,,457.24,4046.616,TRAIN
SHP-004249,2019-10-01,South,Tamil Nadu,,Air,1634.0,1119.0,717.92,11336.3652,TRAIN
SHP-004250,2019-10-01,South,Tamil Nadu,WH027,Rail,1445.0,1140.0,500.31,10213.26,TRAIN
SHP-004251,2019-10-01,South,Tamil Nadu,WH022,Road,1044.0,1456.0,584.77,9424.3968,TRAIN
SHP-004252,2019-10-01,South,Tamil Nadu,WH045,,971.0,2311.0,404.56,13912.6822,TRAIN
SHP-004253,2019-10-01,South,Tamil Nadu,WH003,Air,527.0,146.0,617.43,477.0404,TRAIN
SHP-004254,2019-10-01,South,Tamil Nadu,WH015,Air,561.0,1513.0,563.66,5262.5166,TRAIN
SHP-004255,2019-10-01,South,Tamil Nadu,WH042,Air,1643.0,1923.0,616.6,19588.8318,TRAIN
SHP-004256,2019-10-01,South,Tamil Nadu,WH021,Air,724.0,793.0,475.51,3559.6184,TRAIN
SHP-004257,2019-10-01,South,Tamil Nadu,WH011,Rail,139.0,2196.0,558.07,1892.5128,TRAIN
SHP-004258,2019-10-01,South,Tamil Nadu,WH043,Rail,1379.0,838.0,643.95,7164.7324,TRAIN
SHP-004259,2019-10-01,South,Tamil Nadu,WH027,Rail,1754.0,2381.0,603.68,25892.8988,TRAIN
SHP-004260,2019-10-01,South,Tamil Nadu,WH044,Rail,499.0,946.0,685.14,2926.7348,TRAIN
SHP-004261,2019-10-01,South,Tamil Nadu,WH003,Air,1519.0,901.0,595.17,8485.4378,TRAIN
SHP-004262,2019-10-01,South,Tamil Nadu,WH048,Rail,1446.0,1079.0,635.47,9673.4508,TRAIN
SHP-004263,2019-10-01,South,Tamil Nadu,WH016,Air,400.0,1559.0,503.06,3866.32,TRAIN
SHP-004264,2019-10-01,South,Tamil Nadu,WH003,Road,1608.0,995.0,513.84,9919.752,TRAIN
SHP-004265,2019-10-01,South,Tamil Nadu,,Air,1106.0,2141.0,537.44,14681.2652,TRAIN
SHP-004266,2019-10-01,South,Tamil Nadu,WH008,Air,587.0,1297.0,510.32,4720.3018,TRAIN
SHP-004267,2019-10-01,South,Tamil Nadu,WH046,Air,712.0,1985.0,601.29,8762.584,TRAIN
SHP-004268,2019-10-01,South,Tamil Nadu,WH010,Road,522.0,1675.0,581.76,5420.97,TRAIN
SHP-004269,2019-10-01,South,Tamil Nadu,WH015,Road,1809.0,1719.0,487.15,19279.9602,TRAIN
SHP-004270,2019-10-01,South,Tamil Nadu,WH011,Road,758.0,1719.0,696.82,8078.6124,TRAIN
SHP-004271,2019-10-01,South,Tamil Nadu,WH047,Road,1963.0,1118.0,,13606.7308,TRAIN
SHP-004272,2019-10-01,South,Tamil Nadu,WH028,Air,1600.0,2179.0,609.41,21615.68,TRAIN
SHP-004273,2019-10-01,South,Tamil Nadu,WH035,Air,405.0,1177.0,431.44,2955.447,TRAIN
SHP-004274,2019-10-01,South,Tamil Nadu,WH018,Road,1517.0,1783.0,560.33,16769.8282,TRAIN
SHP-004275,2019-10-01,South,Tamil Nadu,WH048,Rail,888.0,1645.0,468.67,9056.712,TRAIN
SHP-004276,2019-10-01,South,Tamil Nadu,WH024,Road,364.0,679.0,611.37,1532.3672,TRAIN
SHP-004277,2019-10-01,South,Tamil Nadu,WH024,Air,609.0,1156.0,492.58,4364.8248,TRAIN
SHP-004278,2019-10-01,South,Tamil Nadu,WH008,Rail,743.0,1310.0,442.93,6034.646,TRAIN
SHP-004279,2019-10-01,South,Tamil Nadu,WH023,Road,1927.0,1383.0,670.56,16523.2542,TRAIN
SHP-004280,2019-10-01,South,Tamil Nadu,WH042,Road,904.0,348.0,694.18,1950.4704,TRAIN
SHP-004281,2019-10-01,East,West Bengal,WH044,Air,677.0,1259.0,408.6,5284.5266,TRAIN
SHP-004282,2019-10-01,East,West Bengal,WH014,Road,1594.0,255.0,699.59,2520.114,TRAIN
SHP-004283,2019-10-01,East,West Bengal,WH029,Air,999.0,1463.0,387.55,9061.5294,TRAIN
SHP-004284,2019-10-01,East,West Bengal,WH041,Rail,1005.0,1323.0,425.22,8243.613,TRAIN
SHP-004285,2019-10-01,East,West Bengal,WH009,Road,1334.0,2442.0,393.9,20197.2936,TRAIN
SHP-004286,2019-10-01,East,West Bengal,WH035,Rail,1100.0,2496.0,405.62,17022.72,TRAIN
SHP-004287,2019-10-01,East,West Bengal,WH016,Road,221.0,1396.0,529.16,1912.7992,TRAIN
SHP-004288,2019-10-01,East,West Bengal,WH025,Air,814.0,1243.0,577.18,6273.1724,TRAIN
SHP-004289,2019-10-01,East,West Bengal,WH017,Road,1782.0,175.0,414.87,1933.47,TRAIN
SHP-004290,2019-10-01,East,West Bengal,WH037,Rail,712.0,400.0,430.58,1765.76,TRAIN
SHP-004291,2019-10-01,East,West Bengal,WH001,Air,550.0,978.0,,3334.98,TRAIN
SHP-004292,2019-10-01,East,West Bengal,WH043,Road,811.0,506.0,711.61,2544.2692,TRAIN
SHP-004293,2019-10-01,East,West Bengal,WH044,Rail,1785.0,2281.0,492.47,25243.827,TRAIN
SHP-004294,2019-10-01,East,West Bengal,WH043,Air,923.0,2396.0,,13711.3496,TRAIN
SHP-004295,2019-10-01,East,West Bengal,WH029,Rail,658.0,,643.14,407.96,TRAIN
SHP-004296,2019-10-01,East,West Bengal,WH049,Road,1399.0,443.0,488.85,3842.4934,TRAIN
SHP-004297,2019-10-01,East,West Bengal,WH024,Air,1415.0,1968.0,550.33,17265.264,TRAIN
SHP-004298,2019-10-01,East,West Bengal,WH023,Rail,99.0,2253.0,384.81,1382.8914,TRAIN
SHP-004299,2019-10-01,East,West Bengal,WH023,Road,135.0,605.0,555.59,506.385,TRAIN
SHP-004300,2019-10-01,East,West Bengal,WH013,Road,598.0,374.0,416.72,1386.6424,TRAIN
SHP-004301,2019-10-01,East,West Bengal,WH007,Rail,1292.0,458.0,596.34,3668.7632,TRAIN
SHP-004302,2019-10-01,East,West Bengal,WH048,Rail,889.0,101.0,609.96,556.6918,TRAIN
SHP-004303,2019-10-01,East,West Bengal,WH024,Rail,455.0,2477.0,511.8,6987.617,TRAIN
SHP-004304,2019-10-01,East,West Bengal,WH020,Road,1693.0,1154.0,705.06,,TRAIN
SHP-004305,2019-10-01,East,West Bengal,,Air,1648.0,689.0,449.99,7039.9264,TRAIN
SHP-004306,2019-10-01,East,West Bengal,WH036,Rail,1398.0,2055.0,559.25,17811.918,TRAIN
SHP-004307,2019-10-01,East,West Bengal,WH027,Air,698.0,577.0,419.04,2497.0252,TRAIN
SHP-004308,2019-10-01,East,West Bengal,WH007,Air,851.0,1042.0,455.52,5497.8004,TRAIN
SHP-004309,2019-10-01,East,West Bengal,WH003,Rail,1243.0,2036.0,561.01,15690.6376,TRAIN
SHP-004310,2019-10-01,East,West Bengal,WH017,Road,1984.0,2038.0,592.76,25069.0304,TRAIN
SHP-004311,2019-10-01,East,West Bengal,WH041,Road,1221.0,233.0,601.97,1763.8566,TRAIN
SHP-004312,2019-10-01,East,West Bengal,WH009,Road,61.0,2164.0,447.59,818.4248,TRAIN
SHP-004313,2019-10-01,East,West Bengal,,Road,1017.0,1324.0,475.26,8348.3496,TRAIN
SHP-004314,2019-10-01,East,West Bengal,WH047,Rail,1790.0,2166.0,478.3,24038.268,TRAIN
SHP-004315,2019-10-01,East,West Bengal,WH012,Road,350.0,2300.0,485.68,4991.0,TRAIN
SHP-004316,2019-10-01,East,West Bengal,WH033,Air,692.0,1587.0,395.6,6808.8648,TRAIN
SHP-004317,2019-10-01,East,West Bengal,WH038,Rail,1362.0,625.0,660.37,5277.75,TRAIN
SHP-004318,2019-10-01,East,West Bengal,WH009,Rail,812.0,2251.0,673.2,11332.4344,TRAIN
SHP-004319,2019-10-01,East,West Bengal,WH005,Road,1381.0,530.0,582.04,4537.966,TRAIN
SHP-004320,2019-10-01,East,West Bengal,WH007,Air,1613.0,770.0,403.55,7700.462,TRAIN
SHP-004321,2019-10-01,West,Maharashtra,WH031,Air,1746.0,287.0,617.16,3106.8324,TRAIN
SHP-004322,2019-10-01,West,Maharashtra,WH007,Road,240.0,1911.0,442.28,2843.568,TRAIN
SHP-004323,2019-10-01,West,Maharashtra,,Air,221.0,2058.0,427.2,2819.8716,TRAIN
SHP-004324,2019-10-01,West,Maharashtra,WH023,Rail,758.0,647.0,447.09,3040.6412,TRAIN
SHP-004325,2019-10-01,West,Maharashtra,WH025,Air,140.0,1324.0,397.99,1149.232,TRAIN
SHP-004326,2019-10-01,West,Maharashtra,WH030,Air,1600.0,1108.0,676.59,10991.36,TRAIN
SHP-004327,2019-10-01,West,Maharashtra,WH007,Road,1741.0,2165.0,684.34,23369.443,TRAIN
SHP-004328,2019-10-01,West,Maharashtra,WH002,Rail,943.0,212.0,510.83,,TRAIN
SHP-004329,2019-10-01,West,Maharashtra,WH016,Road,417.0,299.0,500.91,773.0346,TRAIN
SHP-004330,2019-10-01,West,Maharashtra,WH016,Air,491.0,377.0,618.26,1147.6634,TRAIN
SHP-004331,2019-10-01,West,Maharashtra,WH021,Road,1123.0,533.0,450.76,3711.0658,TRAIN
SHP-004332,2019-10-01,West,Maharashtra,WH039,Road,1181.0,828.0,650.07,6062.7816,TRAIN
SHP-004333,2019-10-01,West,Maharashtra,WH007,Air,1121.0,499.0,576.39,3468.1498,TRAIN
SHP-004334,2019-10-01,West,Maharashtra,WH013,Air,,1315.0,535.61,11748.473,TRAIN
SHP-004335,2019-10-01,West,Maharashtra,WH016,Air,187.0,2266.0,658.13,2627.2004,TRAIN
SHP-004336,2019-10-01,West,Maharashtra,WH017,Rail,903.0,2442.0,501.58,13671.7812,TRAIN
SHP-004337,2019-10-01,West,Maharashtra,WH036,Rail,1801.0,2266.0,536.28,25302.6092,TRAIN
SHP-004338,2019-10-01,West,Maharashtra,WH024,Rail,454.0,1832.0,677.61,5156.7136,TRAIN
SHP-004339,2019-10-01,West,Maharashtra,WH049,Rail,1160.0,477.0,436.68,3430.584,TRAIN
SHP-004340,2019-10-01,West,Maharashtra,WH006,Road,1104.0,977.0,589.82,6687.3696,TRAIN
SHP-004341,2019-10-01,West,Maharashtra,WH012,Air,1688.0,2411.0,688.6,25232.5616,TRAIN
SHP-004342,2019-10-01,West,Maharashtra,WH002,Air,845.0,934.0,685.71,4893.226,TRAIN
SHP-004343,2019-10-01,West,Maharashtra,WH032,,210.0,2062.0,557.38,2684.724,TRAIN
SHP-004344,2019-10-01,West,Maharashtra,WH026,Air,1450.0,328.0,699.86,2948.72,TRAIN
SHP-004345,2019-10-01,West,Maharashtra,WH016,Road,1080.0,2399.0,411.77,16063.704,TRAIN
SHP-004346,2019-10-01,West,Maharashtra,WH024,Road,772.0,1935.0,614.59,9261.684,TRAIN
SHP-004347,2019-10-01,West,Maharashtra,WH028,Rail,395.0,1030.0,531.68,2522.47,TRAIN
SHP-004348,2019-10-01,West,Maharashtra,WH007,Road,698.0,1503.0,677.64,6504.3828,TRAIN
SHP-004349,2019-10-01,West,Maharashtra,WH038,Road,1167.0,1848.0,534.8,13371.0192,TRAIN
SHP-004350,2019-10-01,West,Maharashtra,WH005,Road,1303.0,1590.0,505.64,12844.974,TRAIN
SHP-004351,2019-10-01,West,Maharashtra,WH041,Rail,806.0,1732.0,563.57,8655.1504,TRAIN
SHP-004352,2019-10-01,West,Maharashtra,WH016,Air,1646.0,2246.0,414.07,22920.8792,TRAIN
SHP-004353,2019-10-01,West,Maharashtra,WH014,Rail,1683.0,702.0,,7325.0892,TRAIN
SHP-004354,2019-10-01,West,Maharashtra,WH037,Road,1043.0,271.0,523.7,1752.4486,TRAIN
SHP-004355,2019-10-01,West,Maharashtra,WH037,Rail,649.0,845.0,661.73,3400.111,TRAIN
SHP-004356,2019-10-01,West,Maharashtra,WH025,Air,1180.0,1675.0,598.54,12254.3,TRAIN
SHP-004357,2019-10-01,West,Maharashtra,WH035,Road,1727.0,2217.0,410.26,23738.3058,TRAIN
SHP-004358,2019-10-01,West,Maharashtra,WH037,Air,460.0,2321.0,635.76,6619.492,TRAIN
SHP-004359,2019-10-01,West,Maharashtra,WH010,Air,929.0,1170.0,694.3,6738.966,TRAIN
SHP-004360,2019-10-01,West,Maharashtra,WH045,Rail,1266.0,1701.0,500.03,13351.4892,TRAIN
SHP-004361,2019-10-01,Central,Madhya Pradesh,WH035,Air,818.0,1928.0,567.7,9778.0448,TRAIN
SHP-004362,2019-10-01,Central,Madhya Pradesh,WH045,Road,1305.0,1681.0,619.02,13600.971,TRAIN
SHP-004363,2019-10-01,Central,Madhya Pradesh,WH036,Rail,122.0,1311.0,509.21,991.6404,TRAIN
SHP-004364,2019-10-01,Central,Madhya Pradesh,WH034,Rail,1322.0,120.0,386.12,983.568,TRAIN
SHP-004365,2019-10-01,Central,Madhya Pradesh,WH031,Road,951.0,858.0,428.01,5058.9396,TRAIN
SHP-004366,2019-10-01,Central,Madhya Pradesh,WH011,Rail,1588.0,2368.0,390.71,23314.3808,TRAIN
SHP-004367,2019-10-01,Central,Madhya Pradesh,WH050,Road,213.0,306.0,476.04,404.1036,TRAIN
SHP-004368,2019-10-01,Central,Madhya Pradesh,WH046,Air,231.0,2009.0,576.31,,TRAIN
SHP-004369,2019-10-01,Central,Madhya Pradesh,WH029,Road,1688.0,511.0,610.25,5347.9216,TRAIN
SHP-004370,2019-10-01,Central,Madhya Pradesh,WH023,Road,143.0,1330.0,672.02,1179.178,TRAIN
SHP-004371,2019-10-01,Central,Madhya Pradesh,WH028,Rail,523.0,1974.0,498.27,6400.8924,TRAIN
SHP-004372,2019-10-01,Central,Madhya Pradesh,WH002,Road,874.0,1770.0,419.87,9591.276,TRAIN
SHP-004373,2019-10-01,Central,Madhya Pradesh,WH045,Rail,123.0,1586.0,532.5,1209.4836,TRAIN
SHP-004374,2019-10-01,Central,Madhya Pradesh,WH030,Road,643.0,1339.0,498.55,5338.0574,TRAIN
SHP-004375,2019-10-01,Central,Madhya Pradesh,WH034,Rail,1392.0,2203.0,612.42,19012.7712,TRAIN
SHP-004376,2019-10-01,Central,Madhya Pradesh,WH027,Road,150.0,2094.0,714.19,1947.42,TRAIN
SHP-004377,2019-10-01,Central,Madhya Pradesh,WH048,Road,1832.0,1959.0,427.96,,TRAIN
SHP-004378,2019-10-01,Central,Madhya Pradesh,,Road,1240.0,121.0,617.27,930.248,TRAIN
SHP-004379,2019-10-01,Central,Madhya Pradesh,WH024,Rail,698.0,,432.63,10723.7928,TRAIN
SHP-004380,2019-10-01,Central,Madhya Pradesh,WH030,Air,533.0,2103.0,674.48,6949.5738,TRAIN
SHP-004381,2019-10-01,Central,Madhya Pradesh,,Air,649.0,678.0,711.32,2728.1364,TRAIN
SHP-004382,2019-10-01,Central,Madhya Pradesh,WH011,Air,474.0,438.0,615.25,1287.1944,TRAIN
SHP-004383,2019-10-01,Central,Madhya Pradesh,WH014,Rail,731.0,1489.0,546.12,6748.4458,TRAIN
SHP-004384,2019-10-01,Central,Madhya Pradesh,WH003,Rail,1266.0,353.0,396.97,2770.7676,TRAIN
SHP-004385,2019-10-01,Central,Madhya Pradesh,WH001,Rail,379.0,1681.0,708.02,3950.0138,TRAIN
SHP-004386,2019-10-01,Central,Madhya Pradesh,WH040,Road,1950.0,895.0,642.87,10820.55,TRAIN
SHP-004387,2019-10-01,Central,Madhya Pradesh,WH012,Rail,1514.0,1241.0,,11649.0188,TRAIN
SHP-004388,2019-10-01,Central,Madhya Pradesh,WH013,Rail,1769.0,1114.0,682.16,12218.1292,TRAIN
SHP-004389,2019-10-01,Central,Madhya Pradesh,WH006,Rail,1329.0,2046.0,662.57,16858.6308,TRAIN
SHP-004390,2019-10-01,Central,Madhya Pradesh,WH024,Rail,443.0,724.0,673.44,1988.5384,TRAIN
SHP-004391,2019-10-01,Central,Madhya Pradesh,WH021,Road,1228.0,2476.0,485.06,18851.2736,TRAIN
SHP-004392,2019-10-01,Central,Madhya Pradesh,WH021,Rail,140.0,1381.0,660.28,1198.708,TRAIN
SHP-004393,2019-10-01,Central,Madhya Pradesh,WH040,Road,758.0,1252.0,590.64,5883.8992,TRAIN
SHP-004394,2019-10-01,Central,Madhya Pradesh,WH012,Air,1456.0,1732.0,640.99,15635.1104,TRAIN
SHP-004395,2019-10-01,Central,Madhya Pradesh,WH037,Rail,940.0,2251.0,595.36,13118.828,TRAIN
SHP-004396,2019-10-01,Central,Madhya Pradesh,WH015,Air,792.0,2485.0,561.14,12202.344,TRAIN
SHP-004397,2019-10-01,Central,Madhya Pradesh,WH035,Road,1278.0,2054.0,576.56,16275.0744,TRAIN
SHP-004398,2019-10-01,Central,Madhya Pradesh,WH022,Rail,493.0,1369.0,483.53,4184.4854,TRAIN
SHP-004399,2019-10-01,Central,Madhya Pradesh,WH004,Road,61.0,1240.0,633.85,468.968,TRAIN
SHP-004400,2019-10-01,Central,Madhya Pradesh,WH028,Road,621.0,1477.0,551.94,5686.7454,TRAIN
SHP-004401,2019-11-01,North,Delhi,WH029,Air,446.0,1476.0,504.48,4081.4352,TRAIN
SHP-004402,2019-11-01,North,Delhi,WH019,Road,475.0,2269.0,594.62,6682.205,TRAIN
SHP-004403,2019-11-01,North,Delhi,WH022,Air,,2173.0,397.17,10549.0458,TRAIN
SHP-004404,2019-11-01,North,Delhi,WH046,Air,404.0,661.0,606.37,1655.6728,TRAIN
SHP-004405,2019-11-01,North,Delhi,WH029,Rail,1618.0,482.0,559.8,4835.2312,TRAIN
SHP-004406,2019-11-01,North,Delhi,WH016,Air,1545.0,1087.0,436.56,10412.373,TRAIN
SHP-004407,2019-11-01,North,Delhi,WH041,Air,1919.0,,425.64,4889.9958,TRAIN
SHP-004408,2019-11-01,North,Delhi,WH008,Air,402.0,587.0,453.35,1463.0388,TRAIN
SHP-004409,2019-11-01,North,Delhi,WH011,Road,502.0,2182.0,452.02,6791.2568,TRAIN
SHP-004410,2019-11-01,North,Delhi,WH034,Rail,578.0,1378.0,419.75,4938.2008,TRAIN
SHP-004411,2019-11-01,North,Delhi,WH024,Road,722.0,,388.11,2533.6424,TRAIN
SHP-004412,2019-11-01,North,Delhi,WH048,Air,1481.0,1264.0,445.22,11606.3008,TRAIN
SHP-004413,2019-11-01,North,Delhi,WH041,Road,791.0,1628.0,589.04,7984.0376,TRAIN
SHP-004414,2019-11-01,North,Delhi,WH036,Air,1985.0,771.0,559.58,9488.697,TRAIN
SHP-004415,2019-11-01,North,Delhi,WH048,Rail,1219.0,2317.0,529.07,,TRAIN
SHP-004416,2019-11-01,North,Delhi,WH001,Road,842.0,2093.0,430.8,10926.2972,TRAIN
SHP-004417,2019-11-01,North,Delhi,WH025,Air,1663.0,1053.0,645.12,10857.0618,TRAIN
SHP-004418,2019-11-01,North,Delhi,WH023,Air,1495.0,1601.0,601.51,14839.669,TRAIN
SHP-004419,2019-11-01,North,Delhi,WH030,Road,771.0,1368.0,408.23,6539.3136,TRAIN
SHP-004420,2019-11-01,North,Delhi,WH044,Air,1424.0,958.0,584.25,8457.9904,TRAIN
SHP-004421,2019-11-01,North,Delhi,WH002,,632.0,2012.0,688.63,7883.8208,TRAIN
SHP-004422,2019-11-01,North,Delhi,WH001,Air,276.0,465.0,,795.708,TRAIN
SHP-004423,2019-11-01,North,Delhi,WH020,Air,1370.0,1443.0,503.08,12256.842,TRAIN
