Signal_Record_ID,Date,Region,State,Max_Temp_C,Min_Temp_C,Cooling_Degree_Days,Consumer_Confidence_Index,Google_Trends_AC_Index,COVID_Impact_Score,Heatwave_Severity_Score,Semiconductor_Shortage_Score,Festive_Multiplier,Composite_Demand_Index,Forecast_AC_Units_Next_Month_TARGET,Split_Tag
SIG-001045,2018-06-01,South,Tamil Nadu,34.7483,23.7891,338.0621,105.1757,49.0,0.0,0.0,0.0,1.0,0.2937,827.0,TRAIN
SIG-001046,2018-06-01,South,Tamil Nadu,36.5396,27.6364,422.6401,101.0824,69.0,0.0,0.0,0.0,1.0,0.3382,794.0,TRAIN
SIG-001047,2018-06-01,South,Tamil Nadu,35.8361,24.2649,361.5155,103.9549,64.0,0.0,0.0,0.0,1.0,0.3172,653.0,TRAIN
SIG-001048,2018-06-01,South,Tamil Nadu,34.9284,,351.0807,103.8424,49.0,0.0,0.0,0.0,1.0,0.2955,648.0,TRAIN
SIG-001049,2018-06-01,South,Tamil Nadu,38.605,26.8285,441.5028,91.2893,71.0,0.0,0.0,0.0,1.0,0.3285,801.0,TRAIN
SIG-001050,2018-06-01,South,Tamil Nadu,37.2306,28.1721,441.0402,100.4799,76.0,0.0,0.0,0.0,1.0,0.3516,737.0,TRAIN
SIG-001051,2018-06-01,South,Tamil Nadu,37.4251,26.0649,412.3509,103.7695,69.0,0.0,0.0,0.0,1.0,0.3398,717.0,TRAIN
SIG-001052,2018-06-01,South,Tamil Nadu,36.5591,28.3222,433.2189,98.2589,72.0,0.0,0.0,0.0,1.0,0.34,741.0,TRAIN
SIG-001053,2018-06-01,South,Tamil Nadu,36.23,25.4977,385.9155,102.55,64.0,0.0,0.0,0.0,1.0,0.3227,707.0,TRAIN
SIG-001054,2018-06-01,South,Tamil Nadu,35.3244,24.7797,361.5609,108.0782,52.0,0.0,0.0,0.0,1.0,0.3106,775.0,TRAIN
SIG-001055,2018-06-01,South,Tamil Nadu,37.259,26.3661,414.3769,112.6327,71.0,0.0,0.0,0.0,1.0,0.3595,774.0,TRAIN
SIG-001056,2018-06-01,South,Tamil Nadu,36.7593,26.0803,402.5935,100.3242,67.0,0.0,0.0,0.0,1.0,0.3277,719.0,TRAIN
SIG-001057,2018-06-01,South,Tamil Nadu,36.1189,26.7373,402.8432,94.0394,71.0,0.0,0.0,0.0,1.0,0.3208,724.0,TRAIN
SIG-001058,2018-06-01,South,Tamil Nadu,36.6712,27.4403,421.6726,93.4133,64.0,0.0,0.0,0.0,1.0,0.3175,,TRAIN
SIG-001059,2018-06-01,South,Tamil Nadu,37.0685,27.1692,423.5648,93.084,66.0,0.0,0.0,0.0,1.0,0.3199,729.0,TRAIN
SIG-001060,2018-06-01,South,Tamil Nadu,38.9319,27.4034,,92.2248,78.0,0.0,0.0,0.0,1.0,0.3432,742.0,TRAIN
SIG-001061,2018-06-01,South,Tamil Nadu,39.4726,29.2839,491.3462,110.0562,82.0,0.0,0.0,0.0,1.0,0.3935,846.0,TRAIN
SIG-001062,2018-06-01,South,Tamil Nadu,37.1915,25.5104,400.5285,97.201,61.0,0.0,0.0,0.0,1.0,0.314,742.0,TRAIN
SIG-001063,2018-06-01,South,Tamil Nadu,37.8111,29.7581,473.5374,102.2196,79.0,0.0,0.0,0.0,1.0,,841.0,TRAIN
SIG-001064,2018-06-01,South,Tamil Nadu,35.546,25.4968,375.6412,102.6686,68.0,0.0,0.0,0.0,,0.3243,684.0,TRAIN
SIG-001065,2018-06-01,South,Tamil Nadu,34.7762,24.4911,349.0094,109.8713,54.0,0.0,0.0,0.0,1.0,0.3121,747.0,TRAIN
SIG-001066,2018-06-01,South,Tamil Nadu,36.4514,25.9625,396.2082,95.5158,68.0,0.0,0.0,0.0,1.0,0.3178,706.0,TRAIN
SIG-001067,2018-06-01,South,Tamil Nadu,36.4277,26.2875,400.7288,110.5928,66.0,0.0,0.0,0.0,1.0,0.3451,682.0,TRAIN
SIG-001068,2018-06-01,South,Tamil Nadu,35.6547,25.1742,372.433,102.6957,60.0,0.0,0.0,0.0,1.0,0.3137,781.0,TRAIN
SIG-001069,2018-06-01,South,Tamil Nadu,38.0299,26.3356,425.4831,91.9284,65.0,0.0,0.0,0.0,,0.3172,861.0,TRAIN
SIG-001070,2018-06-01,South,Tamil Nadu,37.6874,26.7638,426.768,105.1665,75.0,0.0,0.0,0.0,1.0,0.3544,788.0,TRAIN
SIG-001071,2018-06-01,South,Tamil Nadu,38.356,30.231,488.8045,107.2309,85.0,0.0,0.0,0.0,1.0,0.391,824.0,TRAIN
SIG-001072,2018-06-01,South,Tamil Nadu,,25.8029,377.9945,107.4327,69.0,0.0,0.0,0.0,1.0,0.3352,801.0,TRAIN
SIG-001073,2018-06-01,South,Tamil Nadu,38.1053,29.4903,473.9343,111.5185,77.0,0.0,0.0,0.0,1.0,0.3845,865.0,TRAIN
SIG-001074,2018-06-01,South,Tamil Nadu,35.1788,27.1384,394.7577,99.6741,66.0,0.0,0.0,0.0,1.0,0.3227,652.0,TRAIN
SIG-001075,2018-06-01,South,Tamil Nadu,35.9068,27.479,410.7862,93.0688,56.0,0.0,0.0,0.0,1.0,0.3036,778.0,TRAIN
SIG-001076,2018-06-01,South,Tamil Nadu,37.8282,27.1871,435.2301,100.4509,78.0,0.0,0.0,0.0,1.0,0.352,754.0,TRAIN
SIG-001077,2018-06-01,South,Tamil Nadu,36.3049,26.902,408.1036,110.1944,65.0,0.0,0.0,0.0,1.0,0.3456,817.0,TRAIN
SIG-001078,2018-06-01,South,Tamil Nadu,39.2439,28.6298,478.1058,97.8585,78.0,0.0,0.0,0.0,1.0,0.3615,758.0,TRAIN
SIG-001079,2018-06-01,South,Tamil Nadu,35.0537,24.5706,354.3639,99.0812,62.0,0.0,0.0,0.0,1.0,0.3033,792.0,TRAIN
SIG-001080,2018-06-01,South,Tamil Nadu,38.5686,29.5864,482.3246,104.3356,78.0,0.0,0.0,0.0,1.0,0.375,826.0,TRAIN
SIG-001081,2018-06-01,East,West Bengal,41.7377,31.938,565.1363,103.872,87.0,0.0,0.0,0.0,1.0,0.4125,876.0,TRAIN
SIG-001082,2018-06-01,East,West Bengal,38.4266,30.1655,488.8816,101.5838,80.0,0.0,0.0,0.0,1.0,0.3744,746.0,TRAIN
SIG-001083,2018-06-01,East,West Bengal,38.1849,27.7913,449.6436,94.3907,76.0,0.0,,0.0,1.0,0.3431,738.0,TRAIN
SIG-001084,2018-06-01,East,West Bengal,39.5864,27.5979,467.7644,90.4786,81.0,0.0,0.0,0.0,1.0,0.3478,768.0,TRAIN
SIG-001085,2018-06-01,East,West Bengal,39.7031,30.0691,506.5836,114.8469,78.0,0.0,0.0,0.0,1.0,0.4028,697.0,TRAIN
SIG-001086,2018-06-01,East,West Bengal,39.1693,27.9401,466.6409,114.231,72.0,0.0,0.0,0.0,1.0,0.3811,808.0,TRAIN
SIG-001087,2018-06-01,East,West Bengal,39.3261,30.8946,513.3101,90.9551,91.0,0.0,0.0,0.0,1.0,0.3758,728.0,TRAIN
SIG-001088,2018-06-01,East,West Bengal,39.0319,28.6132,474.6768,104.7731,,0.0,0.0,0.0,1.0,0.3637,708.0,TRAIN
SIG-001089,2018-06-01,East,West Bengal,40.4849,29.7523,513.5579,110.8964,85.0,0.0,0.0,0.0,1.0,0.4061,872.0,TRAIN
SIG-001090,2018-06-01,East,West Bengal,41.3148,29.4268,521.1238,106.8145,88.0,0.0,0.0,0.0,1.0,0.4046,818.0,TRAIN
SIG-001091,2018-06-01,East,West Bengal,40.2365,31.3967,534.4982,99.7131,90.0,0.0,0.0,0.0,1.0,0.3981,785.0,TRAIN
SIG-001092,2018-06-01,East,West Bengal,37.7376,25.7672,412.5725,112.7441,68.0,0.0,0.0,0.0,1.0,0.3555,770.0,TRAIN
SIG-001093,2018-06-01,East,West Bengal,40.4005,30.9375,530.0695,109.0973,79.0,0.0,0.0,0.0,1.0,0.401,792.0,TRAIN
SIG-001094,2018-06-01,East,West Bengal,40.7209,32.6509,560.5776,100.4125,89.0,0.0,0.0,,1.0,0.4069,754.0,TRAIN
SIG-001095,2018-06-01,East,West Bengal,41.0336,,520.6606,90.3648,94.0,0.0,0.0,0.0,1.0,0.3808,742.0,TRAIN
SIG-001096,2018-06-01,East,West Bengal,39.4516,30.929,515.7081,107.7512,84.0,0.0,0.0,0.0,1.0,0.3997,780.0,TRAIN
SIG-001097,2018-06-01,East,West Bengal,38.2101,30.0027,483.1933,,86.0,0.0,0.0,0.0,1.0,0.3701,692.0,TRAIN
SIG-001098,2018-06-01,East,West Bengal,37.5013,28.1517,444.7957,105.0282,,0.0,0.0,0.0,1.0,0.3566,771.0,TRAIN
SIG-001099,2018-06-01,East,West Bengal,39.5759,29.876,501.7796,91.1399,86.0,0.0,0.0,0.0,1.0,0.3663,810.0,TRAIN
SIG-001100,2018-06-01,East,West Bengal,41.4962,30.0359,532.9821,108.0123,83.0,0.0,0.0,0.0,1.0,0.4048,843.0,TRAIN
SIG-001101,2018-06-01,East,West Bengal,39.8742,30.7497,519.3594,99.8637,78.0,0.0,0.0,0.0,1.0,0.379,778.0,TRAIN
SIG-001102,2018-06-01,East,West Bengal,40.6017,32.4779,556.1936,110.0673,,0.0,0.0,0.0,1.0,0.4176,714.0,TRAIN
SIG-001103,2018-06-01,East,West Bengal,41.1917,31.7335,553.8784,114.6667,97.0,0.0,0.0,0.0,1.0,0.441,714.0,TRAIN
SIG-001104,2018-06-01,East,West Bengal,36.453,24.6675,376.8063,110.0521,67.0,0.0,0.0,0.0,1.0,0.3373,669.0,TRAIN
SIG-001105,2018-06-01,East,West Bengal,38.4882,27.2916,446.6972,97.6795,67.0,0.0,0.0,0.0,1.0,0.3374,706.0,TRAIN
SIG-001106,2018-06-01,East,West Bengal,42.4618,31.1597,564.3222,112.1962,99.0,0.0,0.0,0.0,1.0,0.4423,795.0,TRAIN
SIG-001107,2018-06-01,East,West Bengal,39.967,28.5982,488.4778,109.0511,83.0,0.0,0.0,,1.0,0.3919,852.0,TRAIN
SIG-001108,2018-06-01,East,West Bengal,40.1598,31.5366,,102.2852,82.0,0.0,0.0,0.0,1.0,0.3937,817.0,TRAIN
SIG-001109,2018-06-01,East,West Bengal,40.5563,30.0283,518.7689,94.6457,90.0,0.0,0.0,0.0,1.0,0.3834,784.0,TRAIN
SIG-001110,2018-06-01,East,West Bengal,39.045,27.329,455.6092,94.4127,76.0,0.0,0.0,0.0,1.0,0.3451,645.0,TRAIN
SIG-001111,2018-06-01,East,West Bengal,42.3415,31.2976,564.5868,95.6075,100.0,0.0,0.0,0.0,1.0,0.4125,803.0,TRAIN
SIG-001112,2018-06-01,East,West Bengal,40.0235,30.5562,518.6954,93.7411,89.0,0.0,0.0,0.0,1.0,0.3805,759.0,TRAIN
SIG-001113,2018-06-01,East,West Bengal,42.6878,33.0029,595.3608,111.3376,98.0,0.0,0.0,0.0,1.0,0.4498,879.0,TRAIN
SIG-001114,2018-06-01,East,West Bengal,40.5841,29.9605,518.169,111.2972,83.0,0.0,0.0,0.0,1.0,0.406,854.0,TRAIN
SIG-001115,2018-06-01,East,West Bengal,38.8687,29.3633,483.4803,91.8743,83.0,0.0,0.0,0.0,1.0,0.358,726.0,TRAIN
SIG-001116,2018-06-01,East,West Bengal,40.4183,29.6626,511.2134,112.5001,85.0,0.0,0.0,0.0,1.0,0.4083,893.0,TRAIN
SIG-001117,2018-06-01,East,West Bengal,40.2502,31.1972,531.7111,98.4957,82.0,0.0,0.0,0.0,1.0,0.3853,796.0,TRAIN
SIG-001118,2018-06-01,East,West Bengal,39.0715,29.3579,486.4412,105.7115,80.0,0.0,0.0,0.0,1.0,0.3814,713.0,TRAIN
SIG-001119,2018-06-01,East,West Bengal,41.4238,29.6747,526.4766,104.4362,98.0,0.0,0.0,0.0,1.0,0.4139,787.0,TRAIN
SIG-001120,2018-06-01,East,West Bengal,39.6338,28.5665,483.0046,98.7964,80.0,0.0,0.0,0.0,1.0,0.3672,763.0,TRAIN
SIG-001121,2018-06-01,West,Maharashtra,40.1117,31.8145,538.8937,114.178,92.0,0.0,0.0,0.0,1.0,0.4291,,TRAIN
SIG-001122,2018-06-01,West,Maharashtra,42.0236,31.9308,569.3161,91.8716,95.0,0.0,0.0,0.0,1.0,0.401,1240.0,TRAIN
SIG-001123,2018-06-01,West,Maharashtra,39.4002,28.7668,482.5054,100.5168,81.0,0.0,0.0,0.0,1.0,0.3715,1127.0,TRAIN
SIG-001124,2018-06-01,West,Maharashtra,41.7609,30.5093,544.0526,,91.0,0.0,0.0,0.0,1.0,0.387,1183.0,TRAIN
SIG-001125,2018-06-01,West,Maharashtra,40.2358,31.8608,541.4491,100.3014,90.0,0.0,0.0,0.0,1.0,0.4015,1179.0,TRAIN
SIG-001126,2018-06-01,West,Maharashtra,42.2439,32.1338,575.666,90.6685,90.0,0.0,0.0,0.0,1.0,0.3949,1183.0,TRAIN
SIG-001127,2018-06-01,West,Maharashtra,41.4701,32.7717,573.6277,106.9701,96.0,0.0,0.0,0.0,1.0,0.432,1174.0,TRAIN
SIG-001128,2018-06-01,West,Maharashtra,40.3874,30.0834,517.0627,95.4486,89.0,0.0,0.0,0.0,1.0,0.3831,1143.0,TRAIN
SIG-001129,2018-06-01,West,Maharashtra,40.9089,29.6305,518.0903,102.0634,79.0,0.0,0.0,0.0,1.0,0.3839,1017.0,TRAIN
SIG-001130,2018-06-01,West,Maharashtra,41.4933,33.2876,581.7136,91.8829,95.0,0.0,0.0,0.0,1.0,,1100.0,TRAIN
SIG-001131,2018-06-01,West,Maharashtra,41.0265,,568.5104,110.8864,96.0,0.0,0.0,0.0,,0.4376,1102.0,TRAIN
SIG-001132,2018-06-01,West,Maharashtra,41.2417,29.5729,522.2183,92.0633,79.0,0.0,0.0,0.0,1.0,0.3665,1150.0,TRAIN
SIG-001133,2018-06-01,West,Maharashtra,39.1476,30.2915,501.5867,105.301,82.0,0.0,0.0,0.0,1.0,0.388,943.0,TRAIN
SIG-001134,2018-06-01,West,Maharashtra,41.285,31.5706,552.8353,95.2997,91.0,0.0,0.0,0.0,1.0,0.3972,1166.0,TRAIN
SIG-001135,2018-06-01,West,Maharashtra,40.5565,31.2772,537.5054,103.169,89.0,0.0,0.0,0.0,1.0,0.4044,1036.0,TRAIN
SIG-001136,2018-06-01,West,Maharashtra,44.1449,33.4784,624.35,114.6273,97.0,0.0,0.0,0.0,1.0,0.4644,1206.0,TRAIN
SIG-001137,2018-06-01,West,Maharashtra,40.7445,31.274,540.2783,96.3065,82.0,0.0,0.0,0.0,1.0,0.3841,1222.0,TRAIN
SIG-001138,2018-06-01,West,Maharashtra,42.7028,32.7661,592.0346,114.5163,86.0,0.0,0.0,0.0,1.0,0.4403,1223.0,TRAIN
SIG-001139,2018-06-01,West,Maharashtra,41.9529,33.275,588.4196,103.9023,98.0,0.0,,0.0,1.0,0.4336,1172.0,TRAIN
SIG-001140,2018-06-01,West,Maharashtra,41.9141,30.7534,550.012,100.9552,88.0,0.0,0.0,0.0,1.0,0.4032,1154.0,TRAIN
SIG-001141,2018-06-01,West,Maharashtra,42.2514,31.4614,565.6925,90.7786,100.0,0.0,0.0,0.0,1.0,0.4038,1169.0,TRAIN
SIG-001142,2018-06-01,West,Maharashtra,41.5779,33.1318,580.6456,109.4259,100.0,0.0,0.0,0.0,1.0,0.4437,1246.0,TRAIN
SIG-001143,2018-06-01,West,Maharashtra,41.502,29.5241,525.3928,112.8531,85.0,0.0,0.0,0.0,1.0,0.4137,1166.0,TRAIN
SIG-001144,2018-06-01,West,Maharashtra,40.8914,30.1739,525.9804,106.4746,91.0,0.0,0.0,0.0,1.0,0.4092,1041.0,TRAIN
SIG-001145,2018-06-01,West,Maharashtra,43.6051,31.9202,592.8788,92.3148,97.0,0.0,0.0,0.0,1.0,0.4121,1180.0,TRAIN
SIG-001146,2018-06-01,West,Maharashtra,43.1384,33.4965,609.5234,97.6527,94.0,0.0,0.0,0.0,1.0,0.4241,1217.0,TRAIN
SIG-001147,2018-06-01,West,Maharashtra,39.0622,27.2053,454.0126,105.4857,71.0,0.0,0.0,0.0,1.0,0.3593,1113.0,TRAIN
SIG-001148,2018-06-01,West,Maharashtra,40.0334,31.0534,526.3024,91.8887,93.0,0.0,0.0,,1.0,0.3843,1027.0,TRAIN
SIG-001149,2018-06-01,West,Maharashtra,43.8636,33.1457,615.1384,110.3811,100.0,0.0,0.0,0.0,1.0,0.457,1154.0,TRAIN
SIG-001150,2018-06-01,West,Maharashtra,41.2717,31.5185,551.8545,93.0118,93.0,0.0,0.0,0.0,1.0,0.3949,1097.0,TRAIN
SIG-001151,2018-06-01,West,Maharashtra,40.9709,29.0655,510.5457,109.7063,85.0,0.0,0.0,0.0,1.0,0.4029,1139.0,TRAIN
SIG-001152,2018-06-01,West,Maharashtra,41.165,31.7884,,110.4147,100.0,0.0,0.0,,1.0,0.4368,1176.0,TRAIN
SIG-001153,2018-06-01,West,Maharashtra,,32.8695,576.9004,102.5476,96.0,0.0,0.0,0.0,,0.4248,1089.0,TRAIN
SIG-001154,2018-06-01,West,Maharashtra,41.6361,31.7293,560.4808,112.3658,95.0,0.0,0.0,0.0,1.0,0.4365,1034.0,TRAIN
SIG-001155,2018-06-01,West,Maharashtra,40.375,30.7972,527.5832,101.59,84.0,0.0,0.0,0.0,1.0,0.3921,1145.0,TRAIN
SIG-001156,2018-06-01,West,Maharashtra,42.1646,33.325,592.3434,104.0725,97.0,0.0,0.0,0.0,1.0,0.434,1170.0,TRAIN
SIG-001157,2018-06-01,West,Maharashtra,41.2193,30.2041,531.3511,95.1972,88.0,0.0,0.0,0.0,1.0,0.3862,1194.0,TRAIN
SIG-001158,2018-06-01,West,Maharashtra,41.8442,30.4461,544.3543,100.7043,92.0,0.0,0.0,,1.0,0.4057,1201.0,TRAIN
SIG-001159,2018-06-01,West,Maharashtra,40.8811,30.4476,529.9313,99.1905,86.0,0.0,0.0,0.0,1.0,0.3908,1106.0,TRAIN
SIG-001160,2018-06-01,West,Maharashtra,39.0466,28.1345,467.7167,96.4812,78.0,0.0,0.0,0.0,1.0,0.3554,1090.0,TRAIN
SIG-001161,2018-06-01,Central,Madhya Pradesh,43.8416,34.7877,639.4386,97.7888,100.0,0.0,0.0,0.0,1.0,0.4415,1070.0,TRAIN
SIG-001162,2018-06-01,Central,Madhya Pradesh,46.2715,37.9624,723.5093,94.9653,100.0,0.0,0.0,,1.0,0.4642,1093.0,TRAIN
SIG-001163,2018-06-01,Central,Madhya Pradesh,45.866,,705.8513,110.0339,100.0,0.0,0.0,0.0,1.0,0.4866,1053.0,TRAIN
SIG-001164,2018-06-01,Central,Madhya Pradesh,44.227,35.6198,657.7031,94.1627,100.0,0.0,0.0,,1.0,0.4408,1038.0,TRAIN
SIG-001165,2018-06-01,Central,Madhya Pradesh,42.0752,33.4165,592.3747,90.916,100.0,0.0,0.0,0.0,1.0,0.4129,1134.0,TRAIN
SIG-001166,2018-06-01,Central,Madhya Pradesh,44.5723,36.1671,671.0911,,100.0,0.0,0.0,0.0,1.0,0.4652,1182.0,TRAIN
SIG-001167,2018-06-01,Central,Madhya Pradesh,46.4863,35.2229,685.6384,95.6909,100.0,0.0,0.0,0.0,1.0,0.453,1100.0,TRAIN
SIG-001168,2018-06-01,Central,Madhya Pradesh,46.635,37.3909,720.389,106.2974,100.0,0.0,0.0,0.0,1.0,0.4844,1111.0,TRAIN
SIG-001169,2018-06-01,Central,Madhya Pradesh,44.4819,35.7262,663.1206,94.4502,100.0,0.0,0.0,0.0,1.0,,980.0,TRAIN
SIG-001170,2018-06-01,Central,Madhya Pradesh,42.8071,,576.7672,105.1088,92.0,0.0,0.0,0.0,1.0,0.4247,1001.0,TRAIN
SIG-001171,2018-06-01,Central,Madhya Pradesh,44.9341,35.6878,669.3284,105.3546,100.0,0.0,0.0,0.0,1.0,0.4656,1094.0,TRAIN
SIG-001172,2018-06-01,Central,Madhya Pradesh,48.0798,39.5122,773.8806,96.1035,100.0,0.0,0.0,0.0,1.0,0.4832,1188.0,TRAIN
SIG-001173,2018-06-01,Central,Madhya Pradesh,43.2863,32.8094,601.4356,103.5982,96.0,0.0,0.0,0.0,1.0,0.4349,963.0,TRAIN
SIG-001174,2018-06-01,Central,Madhya Pradesh,45.8845,34.2964,662.7136,96.3613,100.0,0.0,0.0,0.0,1.0,0.4466,1004.0,TRAIN
SIG-001175,2018-06-01,Central,Madhya Pradesh,43.3576,32.4664,597.361,,92.0,0.0,0.0,,1.0,0.4242,971.0,TRAIN
SIG-001176,2018-06-01,Central,Madhya Pradesh,43.2986,34.9831,634.2248,103.9559,100.0,0.0,0.0,0.0,1.0,0.4513,1006.0,TRAIN
SIG-001177,2018-06-01,Central,Madhya Pradesh,44.0195,34.5493,,97.0472,100.0,0.0,0.0,0.0,1.0,0.4398,989.0,TRAIN
SIG-001178,2018-06-01,Central,Madhya Pradesh,48.0577,39.1097,767.511,106.7907,100.0,0.0,0.0,0.0,1.0,0.5011,1169.0,TRAIN
SIG-001179,2018-06-01,Central,Madhya Pradesh,44.4546,36.3556,672.1528,104.4974,100.0,0.0,0.0,0.0,1.0,0.465,1059.0,TRAIN
SIG-001180,2018-06-01,Central,Madhya Pradesh,48.0194,38.9154,764.023,96.3804,100.0,0.0,0.0,0.0,1.0,0.4804,1107.0,TRAIN
SIG-001181,2018-06-01,Central,Madhya Pradesh,46.044,34.3713,666.2288,99.3315,100.0,0.0,0.0,0.0,1.0,0.4533,1048.0,TRAIN
SIG-001182,2018-06-01,Central,Madhya Pradesh,46.0717,35.8506,688.834,103.1407,100.0,0.0,0.0,0.0,1.0,0.468,1059.0,TRAIN
SIG-001183,2018-06-01,Central,Madhya Pradesh,43.5918,35.3834,644.627,113.1215,100.0,0.0,0.0,0.0,1.0,0.472,1022.0,TRAIN
SIG-001184,2018-06-01,Central,Madhya Pradesh,46.7672,38.4031,737.5539,104.128,100.0,0.0,0.0,0.0,1.0,0.4861,1058.0,TRAIN
SIG-001185,2018-06-01,Central,Madhya Pradesh,45.6074,34.2957,,96.6,100.0,0.0,0.0,0.0,1.0,0.4456,944.0,TRAIN
SIG-001186,2018-06-01,Central,Madhya Pradesh,46.2448,36.9356,707.7053,98.132,100.0,0.0,0.0,0.0,1.0,0.4649,1119.0,TRAIN
SIG-001187,2018-06-01,Central,Madhya Pradesh,,35.1975,642.5136,98.908,100.0,0.0,0.0,0.0,1.0,0.4446,1113.0,TRAIN
SIG-001188,2018-06-01,Central,Madhya Pradesh,45.3937,36.905,694.4795,104.1012,100.0,0.0,0.0,0.0,1.0,0.4717,1101.0,TRAIN
SIG-001189,2018-06-01,Central,Madhya Pradesh,45.6102,33.8376,651.716,100.8434,100.0,0.0,0.0,0.0,1.0,0.4513,988.0,TRAIN
SIG-001190,2018-06-01,Central,Madhya Pradesh,45.4786,34.4983,659.653,106.0658,100.0,0.0,0.0,0.0,1.0,0.4638,1162.0,TRAIN
SIG-001191,2018-06-01,Central,Madhya Pradesh,49.0868,38.2674,770.3135,93.7961,100.0,0.0,0.0,0.0,,0.4776,,TRAIN
SIG-001192,2018-06-01,Central,Madhya Pradesh,44.1009,34.0298,631.9608,110.0431,,0.0,0.0,0.0,1.0,0.462,1049.0,TRAIN
SIG-001193,2018-06-01,Central,Madhya Pradesh,45.1551,35.959,676.7106,102.1711,100.0,0.0,0.0,,1.0,0.4621,1130.0,TRAIN
SIG-001194,2018-06-01,Central,Madhya Pradesh,45.2143,35.5965,672.1621,99.2599,100.0,0.0,0.0,0.0,1.0,0.4552,1013.0,TRAIN
SIG-001195,2018-06-01,Central,Madhya Pradesh,45.2725,34.8423,661.7222,,100.0,0.0,0.0,0.0,1.0,0.4453,1009.0,TRAIN
SIG-001196,2018-06-01,Central,Madhya Pradesh,42.984,34.434,621.271,113.9417,96.0,0.0,0.0,0.0,1.0,,986.0,TRAIN
SIG-001197,2018-06-01,Central,Madhya Pradesh,44.4826,,627.8056,108.0692,100.0,0.0,0.0,0.0,1.0,0.4569,1018.0,TRAIN
SIG-001198,2018-06-01,Central,Madhya Pradesh,43.2932,33.3588,609.7803,97.6407,100.0,0.0,0.0,0.0,1.0,0.4313,927.0,TRAIN
SIG-001199,2018-06-01,Central,Madhya Pradesh,44.9444,35.575,667.7914,91.4854,100.0,0.0,0.0,0.0,1.0,0.4391,1036.0,TRAIN
SIG-001200,2018-06-01,Central,Madhya Pradesh,44.2935,34.9688,648.9337,101.0243,100.0,0.0,0.0,0.0,,0.4507,1167.0,TRAIN
SIG-001201,2018-07-01,North,Delhi,36.8504,26.2377,406.3222,100.0677,61.0,0.0,0.0,0.0,1.0,0.3213,1093.0,TRAIN
SIG-001202,2018-07-01,North,Delhi,40.5308,29.1593,505.3517,94.8576,89.0,0.0,0.0,0.0,1.0,0.3781,1140.0,TRAIN
SIG-001203,2018-07-01,North,Delhi,36.5077,26.9744,412.2319,101.035,70.0,0.0,0.0,0.0,1.0,0.3359,1052.0,TRAIN
SIG-001204,2018-07-01,North,Delhi,37.675,26.5303,423.0787,103.3508,67.0,0.0,0.0,0.0,1.0,0.3402,970.0,TRAIN
SIG-001205,2018-07-01,North,Delhi,40.2071,28.7735,,98.4354,88.0,0.0,0.0,0.0,1.0,0.3801,1149.0,TRAIN
SIG-001206,2018-07-01,North,Delhi,38.9629,28.289,468.7783,109.2358,72.0,0.0,0.0,0.0,1.0,0.3725,1239.0,TRAIN
SIG-001207,2018-07-01,North,Delhi,35.8109,26.4607,394.074,92.0576,52.0,0.0,0.0,0.0,1.0,0.2914,947.0,TRAIN
SIG-001208,2018-07-01,North,Delhi,,26.8433,412.1777,94.2431,66.0,0.0,0.0,0.0,1.0,0.3183,1030.0,TRAIN
SIG-001209,2018-07-01,North,Delhi,39.5217,31.2739,521.9343,112.6429,80.0,0.0,0.0,0.0,1.0,0.4062,1147.0,TRAIN
SIG-001210,2018-07-01,North,Delhi,37.014,27.1977,423.1752,103.883,65.0,0.0,0.0,0.0,1.0,0.3388,1033.0,TRAIN
SIG-001211,2018-07-01,North,Delhi,36.1488,24.3569,367.5863,111.2073,62.0,0.0,0.0,0.0,1.0,0.3304,1061.0,TRAIN
SIG-001212,2018-07-01,North,Delhi,37.0187,25.2886,394.6103,94.9819,71.0,0.0,0.0,0.0,1.0,0.3198,969.0,TRAIN
SIG-001213,2018-07-01,North,Delhi,37.7092,26.0261,416.029,90.4693,60.0,0.0,0.0,0.0,1.0,0.3053,1059.0,TRAIN
SIG-001214,2018-07-01,North,Delhi,,26.8807,434.8621,100.6629,58.0,0.0,0.0,0.0,1.0,0.3283,1100.0,TRAIN
SIG-001215,2018-07-01,North,Delhi,36.7278,28.0888,,102.7362,68.0,0.0,0.0,0.0,1.0,0.3433,958.0,TRAIN
SIG-001216,2018-07-01,North,Delhi,36.1253,26.5648,400.3526,96.5668,65.0,0.0,0.0,0.0,1.0,0.3175,1075.0,TRAIN
SIG-001217,2018-07-01,North,Delhi,35.9808,25.8104,386.8683,92.0775,64.0,0.0,0.0,0.0,1.0,0.3034,957.0,TRAIN
SIG-001218,2018-07-01,North,Delhi,37.5794,27.3838,434.4476,106.4564,70.0,0.0,0.0,0.0,1.0,0.3534,955.0,TRAIN
SIG-001219,2018-07-01,North,Delhi,37.8339,26.9103,431.1624,91.9127,65.0,0.0,0.0,0.0,1.0,0.3191,1164.0,TRAIN
SIG-001220,2018-07-01,North,Delhi,,26.7234,398.8404,111.1858,69.0,0.0,0.0,,1.0,0.3492,990.0,TRAIN
SIG-001221,2018-07-01,North,Delhi,39.3465,31.0213,515.5176,92.0409,74.0,0.0,0.0,0.0,1.0,0.3582,1194.0,TRAIN
